MLSNumber,Address,Status,SoldPrice,OriginalPrice,CurrentPrice,Last List Price,DOM,PMP,ListDate,StatusDate,Agreement of Sale/Signed Lease Date,SettledDate,Concessions YN,Concessions Remarks,SellerConcessionsAmount,FinalFinancing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2015738,24 Yearsley Dr,Closed,"$440,000 ","$439,000 ","$440,000 ","$439,000 ",13,13,1/25/22,4/20/22,2/4/22,3/17/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006088,428 Greenwood Dr,Closed,"$440,000 ","$430,000 ","$430,000 ",,8,8,8/31/21,10/14/21,9/5/21,10/14/21,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008898,215 Jackson Ave,Closed,"$444,900 ","$424,900 ","$424,900 ",,4,4,10/22/21,12/10/21,10/25/21,12/10/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2021500,3543 Hopkins Dr,Closed,"$445,000 ","$400,000 ","$400,000 ",,5,5,4/13/22,5/12/22,4/18/22,5/12/22,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC522336,25 Winterbury Cir,Closed,"$447,400 ","$434,900 ","$450,000 ","$434,900 ",6,6,3/17/21,6/10/21,3/22/21,6/8/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008654,222 Barberry Dr,Closed,"$450,000 ","$440,000 ","$440,000 ",,4,4,10/14/21,11/29/21,10/15/21,11/24/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001338,2509 Belford Dr,Closed,"$450,000 ","$439,900 ","$439,900 ",,6,6,7/1/21,8/11/21,7/5/21,8/11/21,Yes,,"$1,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523810,2 Kings Ridge Rd,Closed,"$450,000 ","$449,000 ","$449,000 ",,3,3,4/12/21,6/5/21,4/14/21,6/4/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2017916,14 Hialeah Ct,Closed,"$452,000 ","$429,900 ","$429,900 ",,5,5,4/8/22,5/13/22,4/11/22,5/13/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2019764,2 Steeplechase,Closed,"$453,000 ","$435,000 ","$435,000 ",,6,6,3/16/22,4/20/22,3/21/22,4/19/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2019332,212 Niagara Falls Dr,Closed,"$455,100 ","$427,400 ","$427,400 ",,4,4,3/17/22,4/18/22,3/20/22,4/15/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002774,11 Plover Ct,Closed,"$455,500 ","$465,500 ","$465,500 ",,12,12,8/12/21,10/15/21,8/23/21,10/15/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000168,4805 Ferris Dr,Closed,"$459,000 ","$499,000 ","$499,000 ",,34,34,6/22/21,9/29/21,7/25/21,9/29/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000148,8 Michael Ct,Closed,"$460,000 ","$429,999 ","$470,000 ","$429,999 ",0,0,6/24/21,8/14/21,6/24/21,8/12/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003464,144 Oldbury Dr,Closed,"$463,000 ","$437,000 ","$437,000 ",,4,4,8/16/21,9/2/21,8/20/21,9/2/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2012788,214 Steeplechase Cir,Closed,"$465,000 ","$445,000 ","$445,000 ",,6,6,12/16/21,1/31/22,12/21/21,1/31/22,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001000,208 Washington Ave,Closed,"$465,000 ","$425,000 ","$399,900 ","$425,000 ",25,25,6/25/21,8/26/21,7/16/21,8/26/21,Yes,,"$5,850 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524118,604 Coralberry Ct,Closed,"$465,000 ","$475,000 ","$475,000 ",,8,8,4/8/21,6/30/21,4/14/21,6/30/21,Yes,Seller Credit,"$4,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2014028,3002 Ridgevale Rd,Closed,"$466,000 ","$425,000 ","$425,000 ",,6,6,1/5/22,2/15/22,1/17/22,2/15/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524458,154 Berry Dr,Closed,"$466,500 ","$439,900 ","$439,900 ",,3,3,4/16/21,6/28/21,4/18/21,6/28/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018384,230 Barberry Dr,Closed,"$467,500 ","$425,000 ","$425,000 ",,3,3,2/26/22,4/19/22,2/28/22,4/15/22,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524130,1 Hosta Ct,Closed,"$469,000 ","$430,000 ","$469,000 ","$430,000 ",12,12,4/8/21,6/3/21,5/4/21,6/3/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010854,115 Bunting Dr,Closed,"$470,000 ","$450,000 ","$450,000 ",,6,6,11/19/21,1/11/22,11/23/21,1/11/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528998,5 Lilac Ct,Closed,"$470,000 ","$460,000 ","$460,000 ",,6,6,6/17/21,8/11/21,6/22/21,8/11/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524886,606 Milltown Rd,Closed,"$470,000 ","$454,900 ","$470,000 ","$454,900 ",5,5,5/8/21,6/30/21,5/12/21,6/30/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2015522,4751 Hogan Dr,Closed,"$470,500 ","$440,000 ","$440,000 ",,6,6,1/19/22,2/15/22,1/25/22,2/15/22,No,,$,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006258,3 Leigh Ct,Closed,"$474,900 ","$474,900 ","$474,900 ",,6,6,9/5/21,10/22/21,9/10/21,9/15/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010330,2713 Duncan Rd,Closed,"$475,000 ","$450,000 ","$450,000 ",,5,5,11/11/21,12/13/21,11/14/21,12/13/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528716,6 Ivy Ct,Closed,"$475,000 ","$490,000 ","$475,000 ","$490,000 ",13,13,6/9/21,7/27/21,6/21/21,7/27/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002702,138 Westgate Dr,Closed,"$479,900 ","$489,900 ","$479,900 ","$489,900 ",29,29,7/23/21,10/14/21,8/19/21,10/13/21,Yes,,"$12,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007272,449 Greenwood Dr,Closed,"$485,000 ","$464,900 ","$464,900 ",,3,3,10/2/21,10/29/21,10/4/21,10/29/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528322,1 Longspur Dr,Closed,"$490,000 ","$460,000 ","$460,000 ",,8,8,6/8/21,9/8/21,6/15/21,8/31/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526548,464 Greenwood Dr,Closed,"$490,000 ","$465,000 ","$465,000 ",,6,6,5/13/21,6/28/21,5/17/21,6/28/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000326,10 Hayes Ct,Closed,"$494,000 ","$494,000 ","$494,000 ",,12,12,6/19/21,8/3/21,6/30/21,8/3/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003494,626 Pepperbush Ct,Closed,"$495,000 ","$482,000 ","$482,000 ",,7,7,7/27/21,9/28/21,8/2/21,9/28/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001916,158 Oldbury Dr,Closed,"$495,000 ","$469,000 ","$495,000 ","$500,000 ",8,8,7/12/21,8/18/21,7/18/21,8/18/21,No,,$,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018516,410 Greenwood Dr,Closed,"$500,000 ","$470,000 ","$470,000 ",,4,4,2/28/22,4/28/22,3/2/22,4/28/22,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525980,501 Riblett Ln,Closed,"$500,000 ","$499,900 ","$499,900 ",,6,6,5/7/21,7/23/21,5/12/21,7/23/21,Yes,,"$2,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525564,151 New Granville Rd,Closed,"$500,000 ","$500,000 ","$500,000 ","$479,900 ",6,6,5/6/21,6/18/21,5/14/21,6/18/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010484,121 Churchill Ln,Closed,"$510,000 ","$415,000 ","$415,000 ",,5,5,11/30/21,1/14/22,12/4/21,1/14/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010546,823 Jasmine Dr,Closed,"$510,000 ","$485,000 ","$510,000 ","$485,000 ",7,7,11/16/21,1/12/22,11/21/21,1/12/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007260,65 Westhampton Dr,Closed,"$510,000 ","$539,995 ","$525,000 ","$539,990 ",31,31,9/16/21,11/24/21,10/16/21,11/19/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018438,715 Sweetleaf Dr,Closed,"$520,000 ","$510,000 ","$510,000 ",,6,6,3/5/22,5/7/22,3/10/22,5/6/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2020348,66 Centerville Ter,Closed,"$525,000 ","$525,000 ","$525,000 ",,3,3,3/26/22,4/20/22,3/28/22,4/18/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2011472,341 Quimby Dr,Closed,"$525,000 ","$535,000 ","$535,000 ",,41,41,12/3/21,4/18/22,2/8/22,4/12/22,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524812,355 Quimby Dr,Closed,"$525,000 ","$540,000 ","$540,000 ",,8,8,4/19/21,6/30/21,4/24/21,6/30/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524592,62 Centerville Ter,Closed,"$525,000 ","$525,000 ","$525,000 ",,23,23,4/21/21,7/13/21,5/11/21,7/8/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2020730,17 Belmont Dr,Closed,"$535,000 ","$525,000 ","$525,000 ",,13,13,4/6/22,5/20/22,4/16/22,5/20/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC527706,24 Hidden Oaks Blvd,Closed,"$540,000 ","$499,900 ","$540,000 ","$499,900 ",4,4,6/1/21,7/9/21,6/4/21,7/9/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525448,31 Westhampton Dr,Closed,"$542,500 ","$542,500 ","$542,500 ","$552,000 ",23,23,5/1/21,7/9/21,5/21/21,7/9/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2020558,12 Rosecroft Ct,Closed,"$545,000 ","$525,000 ","$545,000 ","$525,000 ",2,2,4/1/22,5/14/22,4/2/22,5/13/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521096,2823 Videre Dr,Closed,"$545,000 ","$515,000 ","$549,900 ","$515,000 ",20,20,3/6/21,7/26/21,6/21/21,7/23/21,Yes,,$400 ,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2016514,600 Westmont Dr,Closed,"$550,000 ","$519,900 ","$519,900 ",,4,4,2/4/22,5/2/22,2/8/22,5/2/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC527336,128 New Granville Rd,Closed,"$552,000 ","$525,000 ","$525,000 ",,4,4,5/27/21,7/16/21,5/30/21,7/16/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004816,802 McKennans Church Rd,Closed,"$565,000 ","$650,000 ","$599,999 ","$625,000 ",168,168,8/12/21,3/28/22,1/24/22,3/28/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526442,77 Westhampton Dr,Closed,"$571,000 ","$559,000 ","$559,000 ",,9,9,5/12/21,7/6/21,5/20/21,6/30/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2019592,139 Fairhill Dr,Closed,"$577,000 ","$510,000 ","$577,000 ","$510,000 ",5,5,3/18/22,5/23/22,3/22/22,5/23/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC522910,524 Giada Dr,Closed,"$579,900 ","$579,900 ","$579,900 ",,1,1,3/20/21,6/1/21,3/22/21,6/1/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000421,722 Ambleside,Closed,"$580,000 ","$650,000 ","$559,900 ","$599,900 ",24,24,11/16/21,3/11/22,2/4/22,3/11/22,No,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2020968,166 Fairhill Dr,Closed,"$590,000 ","$525,000 ","$590,000 ","$525,000 ",13,13,4/6/22,5/12/22,4/14/22,5/12/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525382,3703 Oak Ridge Rd,Closed,"$590,000 ","$575,000 ","$590,000 ","$575,000 ",7,7,4/26/21,6/30/21,5/2/21,6/29/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC477604,106 Wayland Rd,Closed,"$350,000 ","$1,235,000 ","$450,000 ","$1,125,000 ",346,346,5/21/19,10/23/20,9/4/20,10/23/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509140,115 Bellant Cir,Closed,"$470,000 ","$499,900 ","$499,900 ",,18,18,9/14/20,11/12/20,9/30/20,11/12/20,Yes,Credit,"$9,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC388762,8 Kentshire Ct,Closed,"$500,000 ","$579,900 ","$559,900 ","$564,900 ",594,1214,2/6/19,12/11/20,11/1/20,12/11/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC482626,3112 Centerville Rd,Closed,"$505,000 ","$584,900 ","$519,900 ","$550,000 ",325,325,7/10/19,7/23/20,6/10/20,7/23/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500244,2 Hedgerow Pl,Closed,"$565,000 ","$565,000 ","$565,000 ",,4,4,4/27/20,6/2/20,4/29/20,6/2/20,Yes,settlement Assistance,"$3,500 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC519856,15 Gale Ln,Closed,"$581,000 ","$575,000 ","$575,000 ",,1,1,1/22/21,3/5/21,1/22/21,3/5/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518580,4 Hollingsworth Dr,Closed,"$412,000 ","$419,900 ","$419,900 ",,4,4,12/31/20,3/22/21,1/3/21,3/22/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC506816,109 Bellant Cir,Closed,"$415,000 ","$425,000 ","$425,000 ",,8,8,8/9/20,9/4/20,8/15/20,9/4/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512486,3101 Swarthmore Rd,Closed,"$430,000 ","$459,900 ","$449,900 ","$459,900 ",18,32,11/3/20,12/21/20,11/20/20,12/18/20,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507478,125 Dickinson Ln,Closed,"$439,500 ","$439,900 ","$439,500 ","$439,900 ",7,7,8/28/20,9/30/20,8/31/20,9/30/20,Yes,,"$13,100 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC497414,701 Hopeton Rd,Closed,"$460,000 ","$525,000 ","$530,000 ","$525,000 ",133,133,3/31/20,11/4/20,9/19/20,11/3/20,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510730,4904 Threadneedle Rd,Closed,"$463,000 ","$469,000 ","$469,000 ",,7,7,10/6/20,11/13/20,10/9/20,11/13/20,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508534,17 Downs Dr,Closed,"$475,000 ","$495,000 ","$495,000 ",,15,15,9/8/20,11/20/20,9/21/20,11/20/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC478754,3901 Heather Dr,Closed,"$475,000 ","$750,000 ","$470,000 ","$500,000 ",258,258,5/21/19,6/3/20,2/1/20,6/3/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504048,20 Vining Ln,Closed,"$480,000 ","$489,000 ","$489,000 ",,5,5,7/10/20,9/10/20,7/13/20,9/10/20,Yes,,"$6,500 ",Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC495272,5803 Pyles Ford Rd,Closed,"$500,000 ","$500,000 ","$478,000 ","$500,000 ",170,170,6/27/20,4/28/21,3/18/21,4/26/21,Yes,,"$20,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC482076,3 Courtney Rd,Closed,"$500,000 ","$699,900 ","$599,999 ","$615,000 ",279,279,7/1/19,6/5/20,4/3/20,6/5/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504118,106 Quintynnes Dr,Closed,"$515,000 ","$529,900 ","$529,900 ",,13,13,6/30/20,10/1/20,7/12/20,9/30/20,Yes,,"$8,300 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC498282,5 Aldrich Way,Closed,"$515,000 ","$550,000 ","$545,000 ","$550,000 ",112,112,3/18/20,9/1/20,7/6/20,8/31/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500900,3 Willing Way,Closed,"$520,000 ","$575,000 ","$534,900 ","$575,000 ",63,63,5/11/20,9/30/20,7/12/20,9/30/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511416,24 Harlech Dr,Closed,"$527,500 ","$600,000 ","$550,000 ","$600,000 ",17,17,11/20/20,1/13/21,12/6/20,1/12/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511946,110 Bellant Cir,Closed,"$529,000 ","$559,000 ","$559,000 ",,4,4,10/23/20,12/1/20,10/24/20,11/23/20,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504558,5 Gale Ln,Closed,"$530,000 ","$559,900 ","$529,900 ","$549,900 ",74,74,7/7/20,11/13/20,9/25/20,11/13/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505130,902 Barley Dr,Closed,"$534,900 ","$534,900 ","$534,900 ",,4,4,7/16/20,9/10/20,7/19/20,9/9/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504128,1005 Oriente Ave,Closed,"$535,000 ","$535,000 ","$535,000 ",,11,11,7/1/20,9/9/20,7/31/20,9/2/20,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517540,705 Greenwood Rd,Closed,"$539,000 ","$539,000 ","$539,000 ",,7,7,12/4/20,2/19/21,1/29/21,2/19/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC495262,203 N Spring Valley Rd,Closed,"$540,000 ","$625,000 ","$575,000 ","$599,000 ",98,98,2/14/20,9/16/20,6/22/20,9/15/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC485098,11 S Hampshire Ct,Closed,"$545,000 ","$637,000 ","$545,000 ","$550,000 ",414,436,8/20/19,11/12/20,10/6/20,11/12/20,Yes,,"$5,450 ",VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC520206,2 Harlech Dr,Closed,"$549,000 ","$549,900 ","$549,900 ",,23,23,1/30/21,3/31/21,2/21/21,3/31/21,Yes,,"$10,980 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503484,720 Greenwood Rd,Closed,"$549,000 ","$574,900 ","$549,000 ","$574,900 ",25,25,6/19/20,10/20/20,7/12/20,10/14/20,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524626,17 Vining Ln,Closed,"$550,000 ","$525,000 ","$550,000 ","$525,000 ",4,4,4/17/21,5/21/21,4/19/21,5/21/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC501346,3206 Fordham Rd,Closed,"$550,000 ","$574,900 ","$564,900 ","$574,900 ",31,31,6/10/20,12/10/20,10/17/20,12/10/20,Yes,,"$10,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC489434,4919 Lancaster Pike,Closed,"$585,000 ","$629,000 ","$599,900 ","$619,900 ",161,161,10/18/19,8/4/20,3/25/20,7/31/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC522326,37 Stabler Cir,Closed,"$590,000 ","$549,000 ","$549,000 ",,4,4,3/16/21,5/4/21,3/19/21,4/28/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517554,212 N Spring Valley Rd,Closed,"$600,000 ","$529,000 ","$600,000 ","$529,000 ",4,4,12/14/20,2/2/21,12/17/20,2/2/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006324,117 Carpenters Row,Closed,"$440,000 ","$425,000 ","$440,000 ","$425,000 ",6,6,9/17/21,10/4/21,9/21/21,10/4/21,Yes,,"$2,640 ",Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2009668,101 Hickory Spring Rd,Closed,"$550,000 ","$509,000 ","$550,000 ","$509,000 ",4,4,11/4/21,12/8/21,11/8/21,12/8/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018842,7 Westover Cir,Closed,"$575,000 ","$565,000 ","$565,000 ",,4,4,3/3/22,5/4/22,3/6/22,5/4/22,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526918,5802 Pyles Ford Rd,Closed,"$589,900 ","$589,900 ","$589,900 ",,9,9,5/18/21,7/16/21,5/25/21,7/16/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2009420,511 N Dupont Rd,Closed,"$389,000 ","$389,000 ","$389,000 ",,12,12,10/28/21,12/3/21,11/5/21,12/3/21,Yes,,"$1,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006700,509 N Dupont Rd,Closed,"$425,000 ","$419,900 ","$419,900 ",,8,8,9/9/21,10/29/21,9/15/21,10/29/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2011282,5 Quail Crossing Dr,Closed,"$475,000 ","$600,000 ","$500,000 ","$600,000 ",74,74,11/30/21,3/8/22,2/8/22,3/8/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006694,20 Westover Cir,Closed,"$501,000 ","$500,000 ","$500,000 ",,2,2,9/9/21,10/15/21,9/10/21,10/15/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001226,30 Vining Ln,Closed,"$509,000 ","$489,000 ","$489,000 ",,5,5,7/8/21,8/6/21,7/11/21,8/6/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525576,104 Dickinson Ln,Closed,"$510,750 ","$492,500 ","$492,500 ",,3,3,4/30/21,7/14/21,5/2/21,7/12/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528554,7 Harlech Dr,Closed,"$520,000 ","$525,000 ","$525,000 ",,4,4,6/8/21,7/13/21,6/10/21,7/12/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2012862,3 Hedgerow Pl,Closed,"$525,000 ","$599,000 ","$559,000 ","$575,000 ",96,96,12/16/21,4/4/22,3/21/22,4/4/22,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010428,3 Breeze Hill Rd,Closed,"$525,000 ","$525,000 ","$525,000 ",,4,4,11/18/21,1/28/22,11/22/21,1/28/22,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000878,3207 Fordham Rd,Closed,"$525,000 ","$574,900 ","$554,900 ","$574,900 ",65,65,6/24/21,10/1/21,8/28/21,9/30/21,Yes,,"$3,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010358,110 Dickinson Ln,Closed,"$527,700 ","$475,000 ","$475,000 ",,5,5,11/16/21,12/5/21,11/20/21,12/3/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2012576,122 Downs Dr,Closed,"$530,000 ","$530,000 ","$530,000 ",,4,4,12/16/21,1/31/22,12/19/21,1/31/22,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008322,22 Dickinson Ln,Closed,"$535,000 ","$549,900 ","$549,900 ",,9,9,9/30/21,1/6/22,10/8/21,1/6/22,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526896,1007 Barley Dr,Closed,"$549,900 ","$549,900 ","$549,900 ",,2,2,5/23/21,6/30/21,5/24/21,6/30/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007940,25 Stabler Cir,Closed,"$554,900 ","$554,900 ","$554,900 ",,5,5,9/24/21,2/2/22,9/27/21,2/2/22,Yes,Repairs,"$5,631 ",Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
