MLSNumber,Address,Status,SoldPrice,OriginalPrice,CurrentPrice,Last List Price,DOM,PMP,ListDate,StatusDate,Agreement of Sale/Signed Lease Date,SettledDate,Concessions YN,Concessions Remarks,SellerConcessionsAmount,FinalFinancing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000727,205 N Augustine St,Closed,"$245,000 ","$249,900 ","$249,900 ",,6,6,10/14/21,11/29/21,10/19/21,11/29/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2005068,117 Westmoreland Ave,Closed,"$245,000 ","$234,900 ","$245,000 ","$234,900 ",9,9,8/17/21,9/27/21,8/25/21,9/27/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004466,103 Winston Ave,Closed,"$245,000 ","$139,900 ","$239,900 ","$139,900 ",30,30,8/7/21,10/29/21,9/15/21,10/29/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC527014,212 W Champlain Ave,Closed,"$245,000 ","$225,000 ","$225,000 ",,6,6,5/19/21,6/25/21,5/23/21,6/25/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010946,1806 Belfield Ave,Closed,"$246,000 ","$235,500 ","$235,500 ",,9,9,11/20/21,1/18/22,11/25/21,1/18/22,Yes,,"$4,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526556,212 E Christian St,Closed,"$247,500 ","$279,000 ","$279,000 ",,57,57,5/13/21,9/30/21,7/6/21,9/29/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2009752,504 Tyrone Ave,Closed,"$249,900 ","$249,900 ","$249,900 ",,6,6,11/2/21,12/9/21,11/8/21,11/19/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2005222,2224 Sherman Ave,Closed,"$249,900 ","$279,900 ","$249,950 ","$259,900 ",24,24,8/22/21,10/22/21,9/14/21,10/21/21,Yes,,"$5,000 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526872,66 Hillside Rd,Closed,"$249,900 ","$249,900 ","$249,900 ",,15,15,5/17/21,6/30/21,5/31/21,6/30/21,Yes,,"$3,000 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2021688,802 Windsor Ave,Closed,"$250,000 ","$245,000 ","$245,000 ",,6,6,4/15/22,5/20/22,4/20/22,5/20/22,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018886,304 Victoria Ave,Closed,"$250,000 ","$259,900 ","$249,900 ","$259,900 ",9,9,3/4/22,4/13/22,3/11/22,4/8/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018194,10 Gregg Ave,Closed,"$250,000 ","$250,000 ","$250,000 ",,6,6,2/23/22,3/23/22,3/1/22,3/23/22,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008474,500 Essex Ave,Closed,"$250,000 ","$250,000 ","$250,000 ",,10,10,10/5/21,11/19/21,10/13/21,11/19/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006404,245 Dumont Rd,Closed,"$250,000 ","$254,900 ","$254,900 ",,14,14,9/9/21,10/29/21,9/21/21,10/29/21,Yes,,"$2,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004740,506 Becker Ave,Closed,"$250,000 ","$259,900 ","$259,900 ",,15,15,8/17/21,10/4/21,8/30/21,10/1/21,Yes,,$500 ,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004576,212 W Reamer Ave,Closed,"$250,000 ","$250,000 ","$250,000 ",,27,27,8/10/21,10/19/21,9/4/21,10/15/21,Yes,,"$7,000 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528798,2208 Diamond St,Closed,"$250,000 ","$250,000 ","$250,000 ",,5,5,6/10/21,7/14/21,6/14/21,7/14/21,Yes,Seller Credit,"$5,000 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004222,603 Harwood Rd,Closed,"$252,000 ","$249,900 ","$252,000 ","$249,900 ",12,12,8/6/21,9/30/21,8/16/21,9/30/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004850,225 W Reamer Ave,Closed,"$253,000 ","$259,900 ","$259,900 ",,7,7,8/12/21,9/20/21,8/18/21,9/20/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2017866,400 Maple Ave,Closed,"$254,000 ","$250,000 ","$250,000 ",,16,16,2/17/22,4/12/22,3/3/22,4/12/22,Yes,Credit,"$4,000 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2016438,17 Harding Ave,Closed,"$255,000 ","$234,900 ","$234,900 ",,3,3,1/31/22,3/18/22,2/2/22,3/18/22,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2014146,4543 Roslyn Dr,Closed,"$255,000 ","$225,000 ","$255,000 ","$265,000 ",5,5,1/7/22,2/18/22,1/11/22,2/16/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008002,1806 Windermere Ave,Closed,"$255,000 ","$249,900 ","$249,900 ",,4,4,10/9/21,11/19/21,10/11/21,11/19/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008078,107 Maryland Ave,Closed,"$255,000 ","$255,000 ","$255,000 ",,5,5,10/1/21,11/17/21,10/5/21,11/17/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006834,106 Beech Ln,Closed,"$255,000 ","$245,000 ","$255,000 ","$245,000 ",8,8,9/16/21,10/29/21,9/22/21,10/29/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003526,1807 Limestone Rd,Closed,"$255,000 ","$250,000 ","$270,000 ","$250,000 ",77,77,8/6/21,3/2/22,1/11/22,3/1/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000824,504 Glover Rd,Closed,"$255,000 ","$224,900 ","$224,900 ",,5,5,7/1/21,8/13/21,7/5/21,8/13/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523460,11 W Keystone Ave,Closed,"$255,000 ","$289,900 ","$269,900 ","$279,900 ",83,83,4/9/21,8/12/21,6/30/21,8/6/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2009020,4511 S Jane Way,Closed,"$255,500 ","$245,000 ","$255,500 ","$245,000 ",10,10,10/25/21,12/2/21,11/2/21,12/2/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2017170,2216 Downing Ln,Closed,"$256,000 ","$250,000 ","$250,000 ",,2,2,2/9/22,3/11/22,2/10/22,3/10/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007038,112 Westmont Ave,Closed,"$257,900 ","$254,900 ","$254,900 ",,39,39,9/14/21,12/22/21,11/23/21,12/22/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000134,25 Standiford Ct,Closed,"$259,900 ","$259,900 ","$259,900 ",,1,1,8/11/21,8/11/21,8/11/21,8/11/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2022856,515 Becker Ave,Closed,"$260,000 ","$224,900 ","$224,900 ",,3,3,5/3/22,5/25/22,5/6/22,5/25/22,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2021452,11 Standiford Ct,Closed,"$260,000 ","$252,000 ","$252,000 ",,3,3,4/22/22,5/17/22,4/24/22,5/17/22,Yes,Seller Assist,$500 ,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2009326,2401 Willow Dr,Closed,"$260,000 ","$259,900 ","$259,900 ",,32,32,11/28/21,1/31/22,12/29/21,1/31/22,Yes,,"$13,000 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2009524,312 Southern Rd,Closed,"$260,000 ","$275,000 ","$259,900 ","$269,000 ",23,23,10/29/21,12/22/21,11/23/21,12/21/21,Yes,,"$6,000 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000031,312 S Dupont Rd,Closed,"$260,000 ","$250,000 ","$250,000 ",,3,3,10/26/21,12/7/21,10/28/21,11/30/21,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000157,1303 E Newport Pike,Closed,"$260,000 ","$250,000 ","$250,000 ",,7,7,10/9/21,12/10/21,10/15/21,12/10/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2005446,31 Read Ave,Closed,"$260,000 ","$240,000 ","$265,000 ","$240,000 ",3,3,8/20/21,9/24/21,8/23/21,9/24/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003938,207 Laura Ct,Closed,"$260,000 ","$255,000 ","$255,000 ",,7,7,8/3/21,10/20/21,8/9/21,10/18/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001652,38 Glover Cir,Closed,"$260,000 ","$244,900 ","$244,900 ",,0,0,7/22/21,10/11/21,8/2/21,10/8/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526608,2 Fallon Ave,Closed,"$260,000 ","$249,900 ","$260,000 ","$250,000 ",11,11,5/13/21,3/10/22,12/12/21,3/10/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525536,231 W Champlain Ave,Closed,"$260,000 ","$234,900 ","$259,900 ","$234,900 ",7,7,4/29/21,6/28/21,5/3/21,6/24/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526988,2223 Henlopen Ave,Closed,"$261,000 ","$239,900 ","$239,900 ",,6,6,5/19/21,7/13/21,5/22/21,7/6/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006628,705 Overland Ave,Closed,"$261,500 ","$250,000 ","$250,000 ",,6,6,9/8/21,11/2/21,9/11/21,11/1/21,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000611,16 Boxwood Rd,Closed,"$263,000 ","$269,900 ","$259,900 ","$269,900 ",27,27,10/14/21,12/10/21,11/1/21,12/10/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002918,1 E Redmont Rd,Closed,"$263,000 ","$265,000 ","$265,000 ",,22,22,7/24/21,9/28/21,8/13/21,9/28/21,Yes,Credit,"$3,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2013698,107 W Reamer Ave,Closed,"$265,000 ","$245,000 ","$265,000 ","$245,000 ",11,11,1/7/22,2/25/22,1/17/22,2/25/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003556,207 W Reamer Ave,Closed,"$265,000 ","$265,000 ","$265,000 ",,4,4,8/19/21,9/30/21,8/21/21,9/30/21,Yes,,"$1,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000378,1 Cummings Ct,Closed,"$265,000 ","$250,000 ","$265,000 ","$250,000 ",6,6,6/17/21,8/10/21,6/22/21,8/9/21,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518410,104 Grier Ave,Closed,"$265,000 ","$280,000 ","$265,000 ","$280,000 ",161,161,12/21/20,7/16/21,5/29/21,7/16/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528556,119 W Reamer Ave,Closed,"$265,200 ","$249,900 ","$249,900 ",,6,6,6/11/21,9/8/21,6/15/21,11/11/21,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001698,108 Maryland Ave,Closed,"$266,000 ","$275,000 ","$275,000 ",,23,23,7/9/21,10/22/21,9/14/21,10/22/21,Yes,,$500 ,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004314,300 Binstead Ave,Closed,"$267,000 ","$299,900 ","$279,900 ","$284,900 ",32,32,8/6/21,10/8/21,9/5/21,10/8/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004450,69 Hillside Rd,Closed,"$267,500 ","$267,500 ","$267,500 ",,10,10,8/11/21,11/30/21,10/14/21,11/24/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003580,14 W Redmont Rd,Closed,"$268,000 ","$273,900 ","$268,000 ","$273,900 ",10,10,7/30/21,9/14/21,8/7/21,9/10/21,Yes,,"$4,000 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528674,5 Grosvenor Ct,Closed,"$268,500 ","$255,900 ","$255,900 ",,3,3,6/9/21,7/15/21,6/11/21,7/14/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003854,2213 Downing Ln,Closed,"$269,000 ","$289,000 ","$289,000 ",,32,32,9/1/21,10/29/21,10/1/21,10/29/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008584,518 W Summit Ave,Closed,"$269,900 ","$269,900 ","$269,900 ",,2,2,10/22/21,12/1/21,10/23/21,11/24/21,Yes,Closing Help,$750 ,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002248,300 Fenwick Ave,Closed,"$269,900 ","$269,900 ","$269,900 ","$290,000 ",19,19,7/13/21,9/9/21,7/31/21,9/9/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2013186,310 Southern Rd,Closed,"$270,000 ","$269,900 ","$269,900 ",,3,3,12/21/21,2/3/22,12/23/21,2/2/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010196,1905 Arlene Dr,Closed,"$270,000 ","$255,000 ","$255,000 ",,9,9,11/9/21,12/30/21,11/17/21,12/21/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007360,815 Harwood,Closed,"$270,000 ","$259,900 ","$270,000 ","$259,900 ",8,8,10/8/21,11/24/21,10/15/21,11/24/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001268,1811 Belfield Ave,Closed,"$270,000 ","$259,900 ","$259,900 ",,7,7,8/3/21,10/14/21,8/7/21,10/14/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528290,110 Bestfield Rd,Closed,"$270,000 ","$265,000 ","$265,000 ",,8,8,6/4/21,7/22/21,6/9/21,7/22/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526940,48 Glover Cir,Closed,"$270,000 ","$269,000 ","$269,000 ",,23,23,5/22/21,8/13/21,7/10/21,8/13/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006974,521 Essex Ave,Closed,"$271,500 ","$249,900 ","$249,900 ",,6,6,9/19/21,11/9/21,9/24/21,11/3/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524780,1 Lloyd St,Closed,"$272,000 ","$259,900 ","$259,900 ",,6,6,4/19/21,6/7/21,4/24/21,6/4/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2020368,602 Balsam Ter,Closed,"$275,000 ","$270,000 ","$275,000 ","$270,000 ",6,6,3/31/22,4/30/22,4/5/22,4/29/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2019538,310 S Dupont Rd,Closed,"$275,000 ","$275,000 ","$275,000 ",,1,1,3/14/22,4/18/22,3/14/22,4/18/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2013238,8 Matthes Ave,Closed,"$275,000 ","$249,900 ","$249,900 ",,3,3,1/8/22,2/4/22,1/10/22,2/4/22,Yes,Home Warranty,$639 ,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000583,1609 E Newport Pike,Closed,"$275,000 ","$279,900 ","$279,900 ",,9,9,10/15/21,12/15/21,10/23/21,12/15/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007786,200 Matthes Ave,Closed,"$275,000 ","$299,900 ","$279,900 ","$289,900 ",35,35,9/30/21,12/15/21,11/8/21,12/15/21,Yes,,"$5,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007558,115 Fallon Ave,Closed,"$275,000 ","$275,000 ","$290,000 ","$275,000 ",6,6,9/22/21,11/8/21,9/27/21,11/5/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006264,610 Tyrone Ave,Closed,"$275,000 ","$269,900 ","$269,900 ",,6,6,9/5/21,10/30/21,9/10/21,10/29/21,Yes,,"$5,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001022,249 Dumont Rd,Closed,"$275,000 ","$249,900 ","$280,000 ","$249,900 ",7,7,6/29/21,8/19/21,7/5/21,8/19/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000978,205 3rd Ave,Closed,"$275,000 ","$265,000 ","$265,000 ",,5,5,6/25/21,7/30/21,6/28/21,7/29/21,Yes,seller help,"$1,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528766,22 W Redmont Rd,Closed,"$275,000 ","$249,900 ","$275,000 ","$249,900 ",4,4,6/10/21,9/28/21,6/13/21,9/28/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525826,108 David Rd,Closed,"$275,000 ","$250,000 ","$275,000 ","$250,000 ",3,3,5/3/21,7/19/21,5/5/21,7/19/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524588,46 E Summit Ave,Closed,"$276,000 ","$250,000 ","$275,000 ","$250,000 ",6,6,4/28/21,6/9/21,5/3/21,6/7/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC527088,119 Boxwood Rd,Closed,"$277,500 ","$277,500 ","$277,500 ",,9,9,5/19/21,8/2/21,5/28/21,7/26/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2009640,502 Harwood Rd,Closed,"$278,100 ","$279,900 ","$279,900 ",,1,1,10/29/21,12/3/21,10/29/21,12/3/21,Yes,,"$8,100 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2012554,4625 Laura Dr,Closed,"$279,900 ","$279,900 ","$279,900 ",,16,16,12/15/21,2/2/22,12/30/21,1/31/22,Yes,,"$8,397 ",VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2019640,3 Colefax Ct,Closed,"$280,000 ","$280,000 ","$280,000 ",,4,4,3/19/22,4/26/22,3/22/22,4/26/22,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2011066,308 Birmingham Ave,Closed,"$280,000 ","$269,900 ","$279,900 ","$269,900 ",7,7,11/24/21,12/30/21,11/29/21,12/30/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002464,2307 Maxwellton Rd,Closed,"$280,000 ","$274,900 ","$274,900 ",,8,8,8/7/21,9/15/21,8/14/21,9/14/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525514,219 Reamer Ave,Closed,"$281,500 ","$281,500 ","$281,500 ",,4,4,5/2/21,7/6/21,5/6/21,7/2/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2021522,7 Radcliff Ct,Closed,"$285,000 ","$270,000 ","$270,000 ",,5,5,4/18/22,5/26/22,4/22/22,5/26/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018938,1805 Belfield Ave,Closed,"$285,000 ","$275,000 ","$275,000 ",,7,7,3/7/22,4/7/22,3/12/22,4/7/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2012646,215 Clyde St,Closed,"$285,000 ","$275,000 ","$275,000 ",,8,8,12/16/21,1/31/22,12/17/21,1/31/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2011140,19 Redwood Ave,Closed,"$285,000 ","$279,900 ","$279,900 ",,10,10,12/4/21,3/10/22,2/17/22,3/10/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010132,2306 Diamond St,Closed,"$285,000 ","$270,000 ","$270,000 ",,4,4,11/8/21,12/20/21,11/10/21,12/20/21,Yes,seller Credit,"$7,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006854,1621 Glenmore Dr,Closed,"$285,000 ","$315,000 ","$299,900 ","$315,000 ",23,23,9/10/21,12/3/21,10/29/21,12/3/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528804,18 W Redmont Rd,Closed,"$285,000 ","$250,000 ","$250,000 ",,6,6,6/23/21,8/19/21,6/28/21,8/19/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528864,702 N Augustine St,Closed,"$285,000 ","$274,999 ","$274,999 ",,3,3,6/11/21,7/14/21,6/16/21,7/14/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524936,307 N Dupont Rd,Closed,"$285,000 ","$279,900 ","$279,900 ",,23,23,4/21/21,6/10/21,5/13/21,6/10/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524798,13 Lorewood Ave,Closed,"$285,000 ","$299,900 ","$279,900 ","$299,900 ",15,18,4/19/21,6/9/21,5/3/21,6/9/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2022188,111 W Summit Ave,Closed,"$290,000 ","$257,500 ","$257,500 ",,3,3,4/23/22,5/16/22,4/26/22,5/6/22,Yes,,"$7,500 ",Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2019658,311 Orinda Dr,Closed,"$290,000 ","$269,900 ","$269,900 ",,6,6,3/18/22,4/29/22,3/22/22,4/29/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010954,108 Bestfield Rd,Closed,"$290,000 ","$270,000 ","$270,000 ",,6,6,12/10/21,1/24/22,12/15/21,1/21/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000181,222 Champlain Ave,Closed,"$290,000 ","$260,000 ","$260,000 ",,5,5,10/7/21,11/30/21,10/10/21,11/30/21,Yes,,"$8,700 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000323,116 Bestfield Rd,Closed,"$292,000 ","$279,900 ","$279,900 ",,8,8,10/13/21,12/3/21,10/20/21,12/3/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2016276,503 Glover Rd,Closed,"$295,000 ","$325,000 ","$325,000 ",,24,24,1/29/22,4/6/22,2/7/22,4/6/22,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001450,115 David Rd,Closed,"$295,000 ","$279,900 ","$279,900 ",,4,4,7/2/21,8/12/21,7/4/21,8/12/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010890,105 W Reamer Ave,Closed,"$296,000 ","$295,000 ","$295,000 ",,9,9,11/19/21,1/3/22,11/24/21,12/22/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528332,1739 Limestone Rd,Closed,"$299,000 ","$299,000 ","$299,000 ",,7,7,6/5/21,7/29/21,6/11/21,7/29/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2014540,414 Rochelle Ave,Closed,"$299,990 ","$299,990 ","$299,990 ",,5,5,1/11/22,2/28/22,1/15/22,2/28/22,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2015734,1904 Arlene Dr,Closed,"$300,000 ","$285,000 ","$285,000 ",,10,10,3/1/22,4/12/22,3/8/22,4/14/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000573,12 Petro Dr,Closed,"$300,000 ","$285,000 ","$285,000 ",,5,5,10/14/21,12/20/21,10/17/21,12/20/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2005460,8 Lynam Pl,Closed,"$300,000 ","$284,900 ","$284,900 ",,4,4,10/4/21,11/19/21,10/7/21,11/19/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003210,304 Corval Pl,Closed,"$300,000 ","$284,900 ","$284,900 ",,6,6,7/23/21,9/22/21,7/28/21,9/10/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525528,5 Harbeson Pl,Closed,"$300,000 ","$275,000 ","$275,000 ",,4,4,5/5/21,7/6/21,5/8/21,7/6/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC520184,1419 Newport Rd,Closed,"$300,000 ","$359,900 ","$329,900 ","$359,900 ",17,17,2/12/21,6/11/21,3/24/21,6/11/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC489590,9-11 Clyde St,Closed,"$300,000 ","$320,000 ","$320,000 ",,655,655,10/22/19,10/27/21,8/4/21,9/15/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508264,102 Bulat Dr,Closed,"$301,900 ","$301,900 ","$301,900 ",,1,1,8/31/20,1/3/22,9/1/20,12/30/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006396,302 Becker Ave,Closed,"$303,900 ","$299,900 ","$299,900 ",,12,12,9/8/21,11/19/21,9/18/21,11/18/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
