MLSNumber,Days_on_Market,Orig_List_Price,Month,Year,Zip_Code,SchoolDistrict,AnnualTax,LotAcres,SubdivisionNeighborhood,Municipality,Lot,OwnerOccupied,TotalLandAsmt,TotalBldgAsmt,PropertyClass,YearBuilt,Bedrooms,Baths,Basement_YN,Garage_YN,AboveGradeSqFt,BelowGradeSqFt,Condo/Coop_Assoc_YN,Central_Air_YN,HOA_YN,Age,Ownership,Structure_Type,InteriorSqFt,NumberofStories,DaysOnMarket_Buckets
DENC521858,5.0,279900.0,3,2021,19806,Red Clay Consolidated,2381,0.04,Wilm #11,Wilmington City,233,False,13300,38700,Residential,1890,2.0,2.0,Yes,No,1400.0,0.0,No,Yes,No,1890.0,FeeSimple,Interior Row/Townhouse,1400.0,Main,Less than 2 months
DENC507848,23.0,289999.0,8,2020,19806,Red Clay Consolidated,4570,0.03,Wilm #11,Wilmington City,215,True,9100,90700,Residential,1977,3.0,2.0,Yes,No,1675.0,528.0,No,Yes,Yes,1977.0,FeeSimple,Interior Row/Townhouse,2203.0,"Lower1,Main,Upper1",Less than 2 months
DENC523382,7.0,275000.0,4,2021,19806,Red Clay Consolidated,2496,0.03,Wilm #12,Wilmington City,66,True,5700,48800,Residential,1873,3.0,2.0,Yes,No,1600.0,0.0,No,Yes,No,1873.0,FeeSimple,End of Row/Townhouse,1600.0,"Lower1,Main,Upper1",Less than 2 months
DENC520058,41.0,285000.0,2,2021,19806,Red Clay Consolidated,6104,0.0,Park Plaza,Wilmington City,069.C.1008,True,28000,105300,Residential,nan,2.0,2.0,No,No,1308.0,0.0,Yes,Yes,No,1986.0,FeeSimple,Unit/Flat/Apartment,1308.0,Main,Less than 2 months
DENC507356,4.0,309000.0,8,2020,19806,Red Clay Consolidated,3531,0.07,Wilm #12,Wilmington City,199,False,8700,68400,Residential,1925,4.0,2.0,Yes,No,2150.0,0.0,No,Yes,No,1925.0,FeeSimple,Twin/Semi-Detached,2150.0,Main,Less than 2 months
DENC503610,2.0,285000.0,7,2020,19806,Red Clay Consolidated,2606,0.05,Wilm #12,Wilmington City,141,False,9100,47800,Residential,1920,2.0,2.0,Yes,No,1375.0,0.0,No,Yes,No,1920.0,FeeSimple,Interior Row/Townhouse,1375.0,"Main,Upper1",Less than 2 months
DENC509244,7.0,282000.0,9,2020,19806,Red Clay Consolidated,4717,0.03,Wilm #11,Wilmington City,211,True,9100,93900,Residential,1977,2.0,2.0,Yes,No,2103.0,0.0,No,Yes,Yes,1977.0,FeeSimple,Interior Row/Townhouse,2103.0,"Lower1,Main,Upper1",Less than 2 months
DENC510210,35.0,299900.0,11,2020,19806,Red Clay Consolidated,2331,0.02,Wilm #12,Wilmington City,29,True,4600,46300,Residential,1890,3.0,2.0,Yes,No,1250.0,0.0,No,Yes,No,1890.0,FeeSimple,Interior Row/Townhouse,1250.0,"Main,Upper1",Less than 2 months
DENC509462,18.0,287900.0,9,2020,19806,Red Clay Consolidated,4753,0.03,Wilm #11,Wilmington City,216,True,9100,94700,Residential,1977,3.0,2.0,Yes,No,1775.0,568.0,No,Yes,Yes,1977.0,FeeSimple,Interior Row/Townhouse,2343.0,"Lower1,Main,Upper1",Less than 2 months
DENC506928,27.0,289900.0,8,2020,19806,Red Clay Consolidated,3430,0.0,Bancroft Mews,Wilmington City,010.C.0006,True,11500,63400,Residential,1992,2.0,2.0,No,No,1275.0,0.0,Yes,Yes,No,1992.0,Condominium,Unit/Flat/Apartment,1275.0,"Main,Upper1,Upper2",Less than 2 months
DENC509138,1.0,290900.0,9,2020,19806,Brandywine,3396,0.0,Brandywine Park,Brandywine Hundred,001.C.A405,True,17500,78500,Residential,1989,2.0,2.0,No,No,0.0,0.0,Yes,No,No,1989.0,Condominium,Unit/Flat/Apartment,0.0,Main,Less than 2 months
DENC504512,84.0,314900.0,7,2020,19806,Red Clay Consolidated,2102,0.03,Wilm #11,Wilmington City,52,True,10400,35500,Residential,1920,3.0,1.0,Yes,No,1225.0,0.0,No,Yes,No,1920.0,FeeSimple,End of Row/Townhouse,1225.0,"Lower1,Main,Upper1",More than 2 months
DENC524784,5.0,279900.0,4,2021,19806,Red Clay Consolidated,2716,0.04,Wilm #15,Wilmington City,125,True,9100,50200,Residential,1924,3.0,3.0,Yes,Yes,1375.0,0.0,No,Yes,No,1924.0,FeeSimple,Twin/Semi-Detached,1375.0,"Main,Upper1,Upper2",Less than 2 months
DENC523020,5.0,275000.0,3,2021,19806,Red Clay Consolidated,1960,0.07,Wilm #14,Wilmington City,266,True,9200,33600,Residential,1923,3.0,2.0,Yes,Yes,1500.0,0.0,No,Yes,No,1923.0,FeeSimple,End of Row/Townhouse,1500.0,"Main,Upper1",Less than 2 months
DENC498648,20.0,309900.0,5,2020,19806,Red Clay Consolidated,3238,0.05,Wilm #11,Wilmington City,34,True,12700,58000,Residential,1910,2.0,3.0,Yes,Yes,1275.0,400.0,No,Yes,No,1910.0,FeeSimple,Interior Row/Townhouse,1675.0,"Lower1,Main,Upper1",Less than 2 months
DENC513014,46.0,309900.0,11,2020,19806,Red Clay Consolidated,2436,0.03,Wilm #12,Wilmington City,9,True,5700,47500,Residential,1900,3.0,2.0,Yes,No,1350.0,0.0,No,Yes,No,1900.0,FeeSimple,End of Row/Townhouse,1350.0,"Main,Upper1",Less than 2 months
DENC507526,2.0,309900.0,8,2020,19806,Red Clay Consolidated,3329,0.02,Wilm #12,Wilmington City,148,True,4600,68100,Residential,1875,2.0,3.0,Yes,No,1350.0,0.0,No,Yes,No,1875.0,FeeSimple,Interior Row/Townhouse,1350.0,Main,Less than 2 months
DENC507214,10.0,289900.0,8,2020,19806,Red Clay Consolidated,2665,0.04,Wilm #13,Wilmington City,75,True,6600,51600,Commercial,nan,2.0,2.0,Yes,No,0.0,0.0,No,Yes,No,1946.0,FeeSimple,End of Row/Townhouse,0.0,"Main,Upper1",Less than 2 months
DENC503250,71.0,339900.0,6,2020,19806,Red Clay Consolidated,6159,0.06,Cool Spring,Wilmington City,125,True,17600,116900,Residential,1978,2.0,3.0,Yes,Yes,1825.0,0.0,No,Yes,Yes,1978.0,FeeSimple,Interior Row/Townhouse,1825.0,Main,More than 2 months
DENC503116,24.0,319900.0,6,2020,19806,Red Clay Consolidated,2793,0.04,Wilm #10,Wilmington City,73,False,12800,48200,Residential,1902,3.0,2.0,Yes,No,1525.0,0.0,No,Yes,No,1902.0,FeeSimple,Interior Row/Townhouse,1525.0,"Main,Upper1",Less than 2 months
DENC510922,7.0,285000.0,10,2020,19806,Red Clay Consolidated,2816,0.06,Wilm #11,Wilmington City,23,True,13600,47900,Residential,1978,3.0,2.0,No,No,1400.0,0.0,No,Yes,No,1978.0,FeeSimple,Twin/Semi-Detached,1400.0,"Main,Upper1,Upper2",Less than 2 months
DENC511734,22.0,309900.0,10,2020,19806,Red Clay Consolidated,5110,0.06,Cool Spring,Wilmington City,142,False,19600,92000,Residential,1986,3.0,3.0,Yes,Yes,1875.0,0.0,No,Yes,No,1986.0,FeeSimple,End of Row/Townhouse,1875.0,"Main,Upper1",Less than 2 months
DENC503186,3.0,304000.0,6,2020,19806,Red Clay Consolidated,3554,0.04,Trolley Square,Wilmington City,335,True,9800,67800,Residential,1981,2.0,3.0,Yes,Yes,1375.0,153.0,No,Yes,No,1981.0,FeeSimple,Interior Row/Townhouse,1528.0,"Lower1,Main,Upper1",Less than 2 months
DENC503806,4.0,309900.0,6,2020,19806,Red Clay Consolidated,3618,0.03,Wilm #11,Wilmington City,10,True,9900,69100,Residential,1915,3.0,2.0,Yes,No,1650.0,0.0,No,Yes,No,1915.0,FeeSimple,Interior Row/Townhouse,1650.0,"Main,Upper1",Less than 2 months
DENC500556,70.0,319000.0,5,2020,19806,Red Clay Consolidated,6736,0.0,Park Plaza,Wilmington City,069.C.1002,True,28600,118500,Residential,1986,2.0,2.0,No,Yes,1487.0,0.0,No,Yes,Yes,1986.0,Condominium,Unit/Flat/Apartment,1487.0,Main,More than 2 months
DENC500662,8.0,309900.0,5,2020,19806,Red Clay Consolidated,2258,0.03,Wilm #12,Wilmington City,87,True,7400,41900,Residential,1930,4.0,4.0,Yes,No,1325.0,0.0,No,Yes,No,1930.0,FeeSimple,Interior Row/Townhouse,1325.0,"Lower1,Main,Upper1",Less than 2 months
DENC508376,6.0,215000.0,9,2020,19806,Red Clay Consolidated,3366,0.24,Wilm #13,Wilmington City,15,False,13700,59800,Residential,1900,3.0,3.0,Yes,Yes,1850.0,0.0,No,No,No,1900.0,FeeSimple,Detached,1850.0,"Main,Upper1",Less than 2 months
DENC516986,23.0,315000.0,11,2020,19806,Red Clay Consolidated,2725,0.05,Wilm #12,Wilmington City,31,True,9100,50400,Residential,1910,3.0,3.0,Yes,No,0.0,0.0,No,Yes,No,1910.0,FeeSimple,End of Row/Townhouse,0.0,"Main,Upper1",Less than 2 months
DENC520852,8.0,329900.0,2,2021,19806,Red Clay Consolidated,2995,0.06,Wilm #15,Wilmington City,341,True,10500,54900,Residential,1905,5.0,3.0,Yes,No,2525.0,0.0,No,No,No,1905.0,FeeSimple,Twin/Semi-Detached,2525.0,"Main,Upper1,Upper2",Less than 2 months
DENC519168,6.0,309900.0,1,2021,19806,Red Clay Consolidated,2184,0.03,Wilm #11,Wilmington City,59,True,10400,37300,Residential,1920,3.0,2.0,Yes,No,1275.0,0.0,No,No,No,1920.0,FeeSimple,Interior Row/Townhouse,1275.0,"Main,Upper1",Less than 2 months
DENC511100,4.0,315000.0,10,2020,19806,Red Clay Consolidated,2830,0.04,Wilm #12,Wilmington City,82,True,6600,55200,Residential,1920,3.0,2.0,Yes,No,1275.0,0.0,No,Yes,No,1920.0,FeeSimple,Twin/Semi-Detached,1275.0,"Main,Upper1",Less than 2 months
DENC508040,16.0,334900.0,8,2020,19806,Red Clay Consolidated,2793,0.03,Wilm #12,Wilmington City,209,False,5700,55300,Residential,1910,4.0,2.0,Yes,No,2175.0,0.0,No,Yes,No,1910.0,FeeSimple,Interior Row/Townhouse,2175.0,"Main,Upper1,Upper2",Less than 2 months
DENC505352,1.0,315000.0,7,2020,19806,Red Clay Consolidated,4506,0.09,Wilm #11,Wilmington City,206,True,11000,87400,Residential,1977,2.0,2.0,No,No,2375.0,0.0,No,Yes,Yes,1977.0,FeeSimple,End of Row/Townhouse,2375.0,"Main,Upper1,Upper2",Less than 2 months
DENC508580,39.0,329900.0,9,2020,19806,Red Clay Consolidated,6063,0.04,Westhill,Wilmington City,92,True,17000,115400,Residential,1988,2.0,4.0,Yes,Yes,2575.0,0.0,No,Yes,Yes,1988.0,FeeSimple,Interior Row/Townhouse,2575.0,"Main,Upper1,Upper2",Less than 2 months
DENC520744,14.0,339900.0,2,2021,19806,Red Clay Consolidated,3567,0.09,Wilm #14,Wilmington City,275,True,6800,71100,Residential,1926,4.0,2.0,Yes,Yes,2550.0,0.0,No,Yes,No,1926.0,FeeSimple,Twin/Semi-Detached,2550.0,"Main,Upper1",Less than 2 months
DENC509292,14.0,319999.0,9,2020,19806,Red Clay Consolidated,2688,0.02,Wilm #13,Wilmington City,52,True,4600,54100,Residential,1920,3.0,2.0,Yes,No,1400.0,0.0,No,Yes,No,1920.0,FeeSimple,Twin/Semi-Detached,1400.0,"Lower1,Main,Upper1",Less than 2 months
DENC518688,4.0,315000.0,1,2021,19806,Red Clay Consolidated,2473,0.04,Wilm #11,Wilmington City,22,True,11500,42500,Residential,1920,2.0,2.0,Yes,No,1550.0,0.0,No,Yes,No,1920.0,FeeSimple,End of Row/Townhouse,1550.0,"Lower1,Main,Upper1",Less than 2 months
DENC503418,4.0,319500.0,7,2020,19806,Red Clay Consolidated,1974,0.05,Wilm #13,Wilmington City,38,True,9900,33200,Residential,1910,3.0,2.0,Yes,No,1450.0,0.0,No,Yes,No,1910.0,FeeSimple,Twin/Semi-Detached,1450.0,"Main,Upper1",Less than 2 months
DENC503878,12.0,320000.0,7,2020,19806,Red Clay Consolidated,3068,0.06,Wilm #11,Wilmington City,147,True,13600,53400,Residential,1930,3.0,2.0,Yes,No,1350.0,0.0,No,No,No,1897.0,FeeSimple,Interior Row/Townhouse,1350.0,Main,Less than 2 months
DENC496590,107.0,334900.0,3,2020,19806,Red Clay Consolidated,2972,0.06,Wilm #11,Wilmington City,148,True,13600,51300,Residential,1930,3.0,3.0,Yes,No,1350.0,0.0,No,Yes,No,1930.0,FeeSimple,Twin/Semi-Detached,1350.0,"Lower1,Main,Upper1",More than 2 months
DENC510722,18.0,330000.0,10,2020,19806,Red Clay Consolidated,4566,0.08,Wilm #15,Wilmington City,21,True,11200,88500,Residential,1900,5.0,4.0,Yes,No,3050.0,0.0,No,Yes,No,1900.0,FeeSimple,Twin/Semi-Detached,3050.0,"Main,Upper1,Upper2",Less than 2 months
DENC510244,21.0,349999.0,9,2020,19806,Red Clay Consolidated,5417,0.04,Wilm #13,Wilmington City,31,True,13600,104700,Residential,1900,3.0,3.0,Yes,No,1658.0,350.0,No,Yes,Yes,1900.0,FeeSimple,Interior Row/Townhouse,2008.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC499174,8.0,329900.0,4,2020,19806,Red Clay Consolidated,3989,0.06,Wilm #11,Wilmington City,129,True,13600,73500,Residential,1940,3.0,2.0,Yes,Yes,1450.0,0.0,No,No,No,1940.0,FeeSimple,Twin/Semi-Detached,1450.0,"Main,Upper1",Less than 2 months
DENC523510,6.0,320000.0,3,2021,19806,Red Clay Consolidated,2619,0.03,Wilm #12,Wilmington City,186,False,4800,52400,Residential,1925,2.0,2.0,Yes,No,1425.0,0.0,No,Yes,No,1926.0,FeeSimple,End of Row/Townhouse,1425.0,"Main,Upper2",Less than 2 months
DENC522318,12.0,335000.0,3,2021,19806,Red Clay Consolidated,2542,0.05,Wilm #12,Wilmington City,16,True,7300,48200,Residential,1890,3.0,2.0,Yes,No,1625.0,0.0,No,No,No,1890.0,FeeSimple,Twin/Semi-Detached,1625.0,Main,Less than 2 months
DENC520858,2.0,329900.0,2,2021,19806,Red Clay Consolidated,3173,0.04,Wilm #12,Wilmington City,135,True,8500,60800,Residential,1907,4.0,2.0,Yes,No,1925.0,0.0,No,Yes,No,1907.0,FeeSimple,Twin/Semi-Detached,1925.0,"Main,Upper1,Upper2",Less than 2 months
DENC511308,28.0,342000.0,10,2020,19806,Red Clay Consolidated,2509,0.04,Wilm #11,Wilmington City,66,True,11300,43500,Residential,1894,3.0,3.0,Yes,No,1600.0,0.0,No,Yes,No,1894.0,FeeSimple,End of Row/Townhouse,1600.0,"Main,Upper1",Less than 2 months
DENC524052,6.0,325000.0,4,2021,19806,Red Clay Consolidated,2491,0.04,Wilm #11,Wilmington City,235,True,13300,41100,Residential,1890,3.0,2.0,Yes,No,1550.0,0.0,No,Yes,No,1890.0,FeeSimple,End of Row/Townhouse,1550.0,"Lower1,Main,Upper1",Less than 2 months
DENC508246,1.0,335000.0,10,2020,19806,Red Clay Consolidated,3315,0.04,Wilm #12,Wilmington City,213,True,6600,65800,Residential,1920,3.0,2.0,Yes,No,1675.0,0.0,No,Yes,No,1920.0,FeeSimple,Twin/Semi-Detached,1675.0,"Main,Upper1",Less than 2 months
DENC506138,3.0,335000.0,8,2020,19806,Red Clay Consolidated,4080,0.06,Wilm #11,Wilmington City,128,True,13600,75500,Residential,1940,3.0,3.0,Yes,Yes,1750.0,534.0,No,No,No,1940.0,FeeSimple,Twin/Semi-Detached,2284.0,"Lower1,Main,Upper1",Less than 2 months
DENC507682,8.0,345000.0,9,2020,19806,Red Clay Consolidated,4534,0.05,Trolley Square,Wilmington City,305,False,16500,82500,Residential,1997,3.0,3.0,No,Yes,2725.0,0.0,No,Yes,No,1997.0,FeeSimple,End of Row/Townhouse,2725.0,"Upper1,Upper2",Less than 2 months
DENC509086,3.0,300000.0,9,2020,19806,Red Clay Consolidated,2537,0.05,Wilm #12,Wilmington City,200,True,8100,47300,Residential,1901,2.0,2.0,Yes,No,1375.0,0.0,No,Yes,No,1901.0,FeeSimple,Twin/Semi-Detached,1375.0,Main,Less than 2 months
DENC508522,75.0,358000.0,9,2020,19806,Red Clay Consolidated,3256,0.09,Wilm #13,Wilmington City,34,True,11100,60000,Residential,1925,4.0,2.0,Yes,Yes,1650.0,0.0,No,No,No,1925.0,FeeSimple,Twin/Semi-Detached,1650.0,"Main,Upper1,Upper2",More than 2 months
DENC511228,18.0,339900.0,10,2020,19806,Red Clay Consolidated,3943,0.08,Wilm #11,Wilmington City,43,True,11700,74400,Residential,1900,4.0,4.0,Yes,No,2500.0,0.0,No,Yes,No,1900.0,FeeSimple,End of Row/Townhouse,2500.0,"Main,Upper1,Upper2",Less than 2 months
DENC507476,5.0,342000.0,8,2020,19806,Red Clay Consolidated,3183,0.03,Wilm #11,Wilmington City,3,True,9900,59600,Residential,1940,3.0,2.0,Yes,No,1400.0,0.0,No,Yes,No,1940.0,FeeSimple,Twin/Semi-Detached,1400.0,"Main,Upper1",Less than 2 months
DENC509816,1.0,349000.0,9,2020,19806,Red Clay Consolidated,3805,0.06,Wilm #11,Wilmington City,133,True,13600,69500,Residential,1940,3.0,2.0,Yes,No,1225.0,0.0,No,Yes,No,1940.0,FeeSimple,Twin/Semi-Detached,1225.0,Main,Less than 2 months
DENC507240,105.0,349900.0,8,2020,19806,Red Clay Consolidated,2693,0.05,Wilm #11,Wilmington City,85,True,10900,47900,Residential,1900,3.0,2.0,Yes,No,1650.0,0.0,No,No,No,1900.0,FeeSimple,Twin/Semi-Detached,1650.0,"Main,Upper1",More than 2 months
DENC521890,11.0,350000.0,3,2021,19806,Red Clay Consolidated,3031,0.03,Wilm #10,Wilmington City,48,True,12800,53400,Residential,1920,2.0,2.0,Yes,No,1125.0,0.0,No,Yes,No,1920.0,FeeSimple,End of Row/Townhouse,1125.0,"Lower1,Main,Upper1",Less than 2 months
DENC519200,1.0,350000.0,1,2021,19806,Red Clay Consolidated,3883,0.11,Wilm #13,Wilmington City,27,True,18800,66000,Residential,1919,5.0,2.0,Yes,Yes,1625.0,0.0,No,No,No,1919.0,FeeSimple,Twin/Semi-Detached,1625.0,"Main,Upper1,Upper2",Less than 2 months
DENC509300,72.0,414000.0,9,2020,19806,Red Clay Consolidated,6461,0.0,Park Plaza,Wilmington City,069.C.0320,False,27900,113200,Residential,nan,3.0,2.0,Yes,No,0.0,0.0,Yes,Yes,No,1986.0,Condominium,Unit/Flat/Apartment,0.0,Main,More than 2 months
DENC503002,15.0,365000.0,6,2020,19806,Brandywine,3396,0.0,Brandywine Park,Brandywine Hundred,001.C.A307,True,17500,78500,Residential,1994,2.0,2.0,No,No,0.0,0.0,Yes,Yes,No,1994.0,Condominium,Unit/Flat/Apartment,0.0,Main,Less than 2 months
DENC519082,17.0,339900.0,1,2021,19806,Red Clay Consolidated,4199,0.04,Trolley Square,Wilmington City,307,False,14900,76800,Residential,1996,3.0,3.0,Yes,Yes,2300.0,458.0,No,Yes,No,1996.0,FeeSimple,Interior Row/Townhouse,2758.0,"Lower1,Main,Upper1",Less than 2 months
DENC510160,1.0,354900.0,10,2020,19806,Red Clay Consolidated,3563,0.04,Wilm #13,Wilmington City,141,True,9800,68000,Residential,1910,3.0,2.0,Yes,No,1525.0,0.0,No,Yes,No,1910.0,FeeSimple,Twin/Semi-Detached,1525.0,"Main,Upper1",Less than 2 months
DENC508766,5.0,339900.0,9,2020,19806,Red Clay Consolidated,2564,0.05,Wilm #13,Wilmington City,8,True,10800,45200,Residential,1914,3.0,2.0,Yes,No,1325.0,0.0,No,Yes,No,1914.0,FeeSimple,Twin/Semi-Detached,1325.0,"Main,Upper1",Less than 2 months
DENC511590,12.0,350000.0,10,2020,19806,Red Clay Consolidated,4149,0.05,Wilm #11,Wilmington City,103,True,9400,81200,Residential,1924,4.0,2.0,Yes,No,2025.0,0.0,No,Yes,No,1924.0,FeeSimple,Twin/Semi-Detached,2025.0,"Main,Upper1,Upper2",Less than 2 months
DENC510328,50.0,379000.0,10,2020,19806,Red Clay Consolidated,4634,0.04,Wilm #13,Wilmington City,26,True,13600,87600,Residential,1900,3.0,3.0,Yes,No,1827.0,181.0,No,Yes,Yes,1900.0,FeeSimple,Twin/Semi-Detached,2008.0,"Main,Upper1,Upper2",Less than 2 months
DENC524138,5.0,355000.0,4,2021,19806,Red Clay Consolidated,3013,0.04,Wilm #12,Wilmington City,134,False,8500,57300,Residential,1907,4.0,2.0,Yes,No,2175.0,0.0,No,Yes,No,1907.0,FeeSimple,Twin/Semi-Detached,2175.0,"Main,Upper1,Upper2",Less than 2 months
DENC521370,22.0,389900.0,2,2021,19806,Red Clay Consolidated,3352,0.05,Wilm #13,Wilmington City,127,True,10800,62400,Residential,1920,3.0,2.0,Yes,No,1625.0,860.0,No,No,No,1920.0,FeeSimple,Twin/Semi-Detached,2485.0,"Main,Upper1",Less than 2 months
DENC518568,7.0,360000.0,12,2020,19806,Red Clay Consolidated,2839,0.07,Wilm #13,Wilmington City,106,True,10700,51300,Residential,1900,3.0,2.0,Yes,No,1275.0,0.0,No,No,No,1900.0,FeeSimple,Twin/Semi-Detached,1275.0,"Main,Upper1",Less than 2 months
DENC508894,46.0,399500.0,9,2020,19806,Red Clay Consolidated,3402,0.05,Wilm #13,Wilmington City,106,True,11200,63100,Residential,1931,3.0,2.0,Yes,Yes,1400.0,150.0,No,No,No,1931.0,FeeSimple,Twin/Semi-Detached,1550.0,"Lower1,Main,Upper1",Less than 2 months
DENC504546,9.0,345000.0,7,2020,19806,Red Clay Consolidated,3311,0.04,Wilm #12,Wilmington City,147,False,7700,64600,Residential,1925,3.0,3.0,Yes,No,1950.0,0.0,No,Yes,No,1925.0,FeeSimple,Twin/Semi-Detached,1950.0,"Main,Upper1",Less than 2 months
DENC520444,4.0,349900.0,2,2021,19806,Red Clay Consolidated,3119,0.06,Wilm #13,Wilmington City,90,True,10500,57600,Residential,1898,3.0,2.0,Yes,No,1425.0,0.0,No,Yes,No,1898.0,FeeSimple,Twin/Semi-Detached,1425.0,"Main,Upper1",Less than 2 months
DENC504712,68.0,419000.0,7,2020,19806,Red Clay Consolidated,3407,0.06,Wilm #13,Wilmington City,123,True,11600,62800,Residential,1920,3.0,2.0,Yes,No,0.0,0.0,No,No,No,1920.0,FeeSimple,Twin/Semi-Detached,0.0,"Lower1,Main,Upper1",More than 2 months
DENC517584,8.0,365000.0,12,2020,19806,Red Clay Consolidated,5724,0.18,Wilm #13,Wilmington City,56,True,31500,93500,Residential,1979,2.0,3.0,Yes,Yes,1450.0,180.0,No,Yes,No,1978.0,FeeSimple,Detached,1630.0,"Lower1,Main",Less than 2 months
DENC508862,5.0,365000.0,9,2020,19806,Red Clay Consolidated,2500,0.07,Wilm #12,Wilmington City,79,True,7900,46700,Residential,1873,3.0,2.0,Yes,No,1500.0,0.0,No,Yes,No,1873.0,FeeSimple,End of Row/Townhouse,1500.0,"Main,Upper1",Less than 2 months
DENC508026,2.0,365000.0,8,2020,19806,Red Clay Consolidated,6498,0.06,Henry Clay Village,Wilmington City,28,True,20100,121800,Residential,1983,3.0,4.0,Yes,Yes,2000.0,0.0,No,Yes,No,1983.0,FeeSimple,Twin/Semi-Detached,2000.0,"Main,Upper1,Upper2",Less than 2 months
DENC504720,7.0,365000.0,7,2020,19806,Red Clay Consolidated,2995,0.02,Wilm #12,Wilmington City,237,True,4200,61200,Residential,2008,3.0,3.0,Yes,No,1775.0,0.0,No,Yes,No,2008.0,FeeSimple,Interior Row/Townhouse,1775.0,"Main,Upper1,Upper2",Less than 2 months
DENC497564,55.0,375000.0,3,2020,19806,Red Clay Consolidated,6388,0.06,Cool Spring,Wilmington City,123,False,17600,121900,Residential,1978,3.0,4.0,Yes,Yes,1825.0,0.0,No,Yes,Yes,1978.0,FeeSimple,Interior Row/Townhouse,1825.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC520050,43.0,395000.0,2,2021,19806,Red Clay Consolidated,6145,0.0,Park Plaza,Wilmington City,069.C.0702,True,24500,109700,Residential,nan,2.0,2.0,No,No,1487.0,0.0,Yes,Yes,No,0.0,FeeSimple,Unit/Flat/Apartment,1487.0,Main,Less than 2 months
DENC510454,68.0,379900.0,9,2020,19806,Red Clay Consolidated,6223,0.04,Westhill,Wilmington City,94,True,17000,118900,Residential,1988,3.0,3.0,Yes,Yes,2675.0,204.0,Yes,Yes,No,1988.0,FeeSimple,Interior Row/Townhouse,2879.0,"Main,Upper1",More than 2 months
DENC509690,5.0,379900.0,9,2020,19806,Red Clay Consolidated,3402,0.08,Wilm #13,Wilmington City,166,False,12000,62300,Residential,1894,3.0,2.0,Yes,No,1725.0,0.0,No,Yes,No,1894.0,FeeSimple,End of Row/Townhouse,1725.0,"Main,Upper1,Upper2",Less than 2 months
DENC510472,22.0,399000.0,10,2020,19806,Red Clay Consolidated,2716,0.05,Wilm #13,Wilmington City,9,True,10800,48500,Residential,1910,3.0,2.0,Yes,No,1500.0,0.0,No,Yes,No,1910.0,FeeSimple,Twin/Semi-Detached,1500.0,"Main,Upper1",Less than 2 months
DENC505042,11.0,389900.0,7,2020,19806,Red Clay Consolidated,6141,0.05,Wilm #11,Wilmington City,198,False,9800,124300,Residential,1977,4.0,4.0,Yes,No,3550.0,1184.0,No,Yes,Yes,1977.0,FeeSimple,Interior Row/Townhouse,4734.0,"Lower1,Main,Upper1",Less than 2 months
DENC509662,31.0,425000.0,9,2020,19806,Red Clay Consolidated,3764,0.05,Wilm #11,Wilmington City,104,False,9400,72800,Residential,1924,4.0,4.0,Yes,No,2325.0,0.0,No,Yes,No,1924.0,FeeSimple,Twin/Semi-Detached,2325.0,"Main,Upper1,Upper2",Less than 2 months
DENC494622,1.0,385000.0,2,2020,19806,Red Clay Consolidated,4369,0.07,Wilm #13,Wilmington City,148,True,11800,83600,Residential,1915,4.0,2.0,Yes,No,2275.0,0.0,No,Yes,No,1915.0,FeeSimple,Twin/Semi-Detached,2275.0,"Main,Upper1",Less than 2 months
DENC509078,28.0,389900.0,9,2020,19806,Red Clay Consolidated,3256,0.07,Wilm #13,Wilmington City,56,True,11800,59300,Residential,1910,3.0,3.0,Yes,Yes,1475.0,0.0,No,Yes,No,1910.0,FeeSimple,Twin/Semi-Detached,1475.0,"Lower1,Main,Upper1",Less than 2 months
DENC521212,1.0,389900.0,2,2021,19806,Red Clay Consolidated,3288,0.09,Wilm #13,Wilmington City,43,False,11100,60700,Residential,1930,3.0,2.0,Yes,No,1275.0,0.0,No,Yes,No,1930.0,FeeSimple,Detached,1275.0,"Main,Upper1",Less than 2 months
DENC523162,4.0,379900.0,3,2021,19806,Red Clay Consolidated,2963,0.04,Wilm #12,Wilmington City,133,True,8500,56200,Residential,1907,3.0,3.0,Yes,No,1875.0,0.0,No,Yes,No,1907.0,FeeSimple,Twin/Semi-Detached,1875.0,"Main,Upper1,Upper2",Less than 2 months
DENC502492,3.0,395000.0,6,2020,19806,Red Clay Consolidated,4808,0.03,Wilm #11,Wilmington City,271,True,11500,93500,Residential,1977,3.0,3.0,No,Yes,2975.0,0.0,No,Yes,No,1978.0,FeeSimple,Interior Row/Townhouse,2975.0,"Main,Upper1,Upper2",Less than 2 months
DENC520006,7.0,399900.0,1,2021,19806,Red Clay Consolidated,2587,0.05,Wilm #12,Wilmington City,16,True,8600,47900,Residential,1900,3.0,3.0,Yes,No,1875.0,0.0,No,Yes,No,1900.0,FeeSimple,Detached,1875.0,"Main,Upper1",Less than 2 months
DENC520720,47.0,500000.0,2,2021,19806,Brandywine,4146,0.0,Brandywine Park,Brandywine Hundred,001.C.A602,True,27500,89700,Residential,1992,2.0,2.0,Yes,No,0.0,0.0,Yes,Yes,No,1987.0,Condominium,Unit/Flat/Apartment,0.0,Main,Less than 2 months
