MLSNumber,Days_on_Market,Orig_List_Price,Month,Year,Zip_Code,SchoolDistrict,AnnualTax,LotAcres,SubdivisionNeighborhood,Municipality,Lot,OwnerOccupied,TotalLandAsmt,TotalBldgAsmt,PropertyClass,YearBuilt,Bedrooms,Baths,Basement_YN,Garage_YN,AboveGradeSqFt,BelowGradeSqFt,Condo/Coop_Assoc_YN,Central_Air_YN,HOA_YN,Age,Ownership,Structure_Type,InteriorSqFt,NumberofStories,DaysOnMarket_Buckets
DENC523016,6.0,389000.0,3,2021,19806,Red Clay Consolidated,4891,0.04,Wilm #10,Wilmington City,187,True,14900,91900,Residential,1978,3.0,2.0,No,Yes,1550.0,0.0,No,Yes,No,1978.0,FeeSimple,Twin/Semi-Detached,1550.0,"Main,Upper1,Upper2",Less than 2 months
DENC499344,10.0,410000.0,4,2020,19806,Red Clay Consolidated,6608,0.09,Rockford Towers,Wilmington City,93,True,16900,127400,Residential,1982,3.0,3.0,Yes,Yes,2025.0,401.0,No,Yes,No,1982.0,FeeSimple,End of Row/Townhouse,2426.0,"Lower1,Main,Upper1",Less than 2 months
DENC505626,5.0,405000.0,7,2020,19806,Red Clay Consolidated,3448,0.07,Wilm #13,Wilmington City,148,False,10700,64600,Residential,1920,3.0,2.0,Yes,Yes,1575.0,0.0,No,Yes,No,1920.0,FeeSimple,Twin/Semi-Detached,1575.0,"Lower1,Main,Upper1",Less than 2 months
DENC506256,5.0,395000.0,7,2020,19806,Red Clay Consolidated,6686,0.05,Westhill,Wilmington City,100,True,18800,127200,Residential,1988,3.0,3.0,Yes,Yes,2800.0,0.0,No,Yes,Yes,1988.0,FeeSimple,End of Row/Townhouse,2800.0,"Main,Upper1",Less than 2 months
DENC501524,2.0,385000.0,5,2020,19806,Red Clay Consolidated,3434,0.06,Wilm #13,Wilmington City,150,True,10500,64500,Residential,1920,3.0,2.0,Yes,Yes,1500.0,0.0,No,Yes,No,1920.0,FeeSimple,Twin/Semi-Detached,1500.0,"Main,Upper1",Less than 2 months
DENC517870,8.0,429900.0,12,2020,19806,Red Clay Consolidated,3837,0.05,Wilm #13,Wilmington City,121,True,10800,73000,Residential,1920,4.0,3.0,Yes,Yes,1578.0,0.0,No,No,No,1920.0,FeeSimple,Twin/Semi-Detached,1578.0,"Main,Upper1,Upper2",Less than 2 months
DENC516900,11.0,429000.0,11,2020,19806,Red Clay Consolidated,5266,0.15,Wilm #15,Wilmington City,66,True,20200,94800,Residential,1902,5.0,3.0,Yes,Yes,3050.0,0.0,No,Yes,No,1902.0,FeeSimple,Twin/Semi-Detached,3050.0,"Main,Upper1,Upper2",Less than 2 months
DENC511412,4.0,415000.0,10,2020,19806,Red Clay Consolidated,4817,0.06,Trolley Square,Wilmington City,282,False,14600,90600,Residential,1980,3.0,3.0,Yes,Yes,1625.0,185.0,No,Yes,No,1980.0,FeeSimple,End of Row/Townhouse,1810.0,"Lower1,Upper1",Less than 2 months
DENC504804,76.0,449000.0,7,2020,19806,Red Clay Consolidated,6136,0.06,Rockford Towers,Wilmington City,79,True,16100,117900,Residential,1980,3.0,3.0,Yes,Yes,2050.0,225.0,No,Yes,No,1980.0,FeeSimple,End of Row/Townhouse,2275.0,"Lower1,Main,Upper1",More than 2 months
DENC505918,21.0,429900.0,7,2020,19806,Red Clay Consolidated,3952,0.05,Wilm #11,Wilmington City,155,True,12700,73600,Residential,1880,3.0,4.0,Yes,No,2775.0,0.0,No,Yes,No,1880.0,FeeSimple,Twin/Semi-Detached,2775.0,"Main,Upper1,Upper2",Less than 2 months
DENC521852,3.0,389900.0,3,2021,19806,Red Clay Consolidated,2844,0.06,Wilm #13,Wilmington City,38,False,10500,51600,Residential,1919,4.0,2.0,Yes,No,1375.0,0.0,No,Yes,No,1919.0,FeeSimple,End of Row/Townhouse,1375.0,"Main,Upper1",Less than 2 months
DENC506508,4.0,429999.0,8,2020,19806,Red Clay Consolidated,3105,0.08,Wilm #13,Wilmington City,119,True,10900,56900,Residential,1913,3.0,2.0,Yes,Yes,1625.0,0.0,No,Yes,No,1913.0,FeeSimple,Twin/Semi-Detached,1625.0,"Main,Upper1",Less than 2 months
DENC502880,111.0,450000.0,6,2020,19806,Red Clay Consolidated,6013,0.0,Park Plaza,Wilmington City,069.C.0800,True,29100,102200,Residential,nan,2.0,2.0,No,No,1440.0,0.0,Yes,Yes,No,1986.0,FeeSimple,Unit/Flat/Apartment,1440.0,Main,More than 2 months
DENC521206,5.0,449900.0,2,2021,19806,Red Clay Consolidated,3215,0.08,Wilm #12,Wilmington City,189,True,9700,60500,Residential,1907,4.0,5.0,Yes,No,2050.0,0.0,No,Yes,No,1907.0,FeeSimple,Twin/Semi-Detached,2050.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC506408,4.0,429000.0,8,2020,19806,Red Clay Consolidated,5600,0.04,Wilm #13,Wilmington City,19,True,13600,108700,Residential,1900,4.0,3.0,Yes,No,2150.0,0.0,No,Yes,Yes,1900.0,FeeSimple,Interior Row/Townhouse,2150.0,"Main,Upper1,Upper2",Less than 2 months
DENC495338,2.0,419900.0,2,2020,19806,Red Clay Consolidated,5243,0.04,Wilm #13,Wilmington City,61,True,13600,100900,Residential,1978,3.0,4.0,Yes,Yes,2800.0,600.0,No,Yes,No,1978.0,FeeSimple,Interior Row/Townhouse,3400.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC503968,6.0,429900.0,6,2020,19806,Red Clay Consolidated,4698,0.06,Wilm #11,Wilmington City,198,True,13600,89000,Residential,1900,5.0,3.0,Yes,No,2375.0,819.0,No,Yes,No,1900.0,FeeSimple,Detached,3194.0,"Main,Upper1,Upper2",Less than 2 months
DENC505896,8.0,430000.0,7,2020,19806,Red Clay Consolidated,3366,0.05,Wilm #11,Wilmington City,85,True,9400,64100,Residential,1910,4.0,3.0,Yes,No,2225.0,0.0,No,Yes,No,1910.0,FeeSimple,Twin/Semi-Detached,2225.0,"Main,Upper1,Upper2",Less than 2 months
DENC505062,21.0,464900.0,7,2020,19806,Red Clay Consolidated,2990,0.06,Wilm #13,Wilmington City,133,True,10500,54800,Residential,1928,3.0,3.0,Yes,No,1547.0,640.0,No,Yes,No,1928.0,FeeSimple,Twin/Semi-Detached,2187.0,"Lower1,Main,Upper1",Less than 2 months
DENC506440,2.0,445000.0,8,2020,19806,Red Clay Consolidated,3022,0.06,Wilm #11,Wilmington City,108,True,10000,56000,Residential,1882,3.0,3.0,Yes,Yes,1575.0,0.0,No,Yes,No,1882.0,FeeSimple,Twin/Semi-Detached,1575.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC513028,17.0,455000.0,11,2020,19806,Red Clay Consolidated,3705,0.07,Wilm #14,Wilmington City,253,True,14100,66800,Residential,1904,4.0,3.0,Yes,No,3200.0,0.0,No,No,No,1902.0,FeeSimple,Detached,3200.0,"Main,Upper1,Upper2",Less than 2 months
DENC509440,5.0,475000.0,9,2020,19806,Red Clay Consolidated,3929,0.05,Wilm #11,Wilmington City,105,True,9400,76400,Residential,1924,3.0,3.0,Yes,No,2025.0,0.0,No,Yes,No,1924.0,FeeSimple,Twin/Semi-Detached,2025.0,"Main,Upper1,Upper2",Less than 2 months
DENC505940,99.0,549900.0,7,2020,19806,Red Clay Consolidated,5784,0.44,Wilm #13,Wilmington City,6,True,54500,71800,Residential,1972,4.0,2.0,No,No,2000.0,399.0,No,Yes,No,1972.0,FeeSimple,Detached,2399.0,"Lower1,Main",More than 2 months
DENC505048,14.0,499900.0,7,2020,19806,Red Clay Consolidated,4579,0.09,Wilm #11,Wilmington City,170,True,20000,80000,Residential,1915,6.0,3.0,Yes,No,3025.0,0.0,No,Yes,No,1915.0,FeeSimple,Detached,3025.0,"Main,Upper1,Upper2",Less than 2 months
DENC503146,20.0,525000.0,7,2020,19806,Red Clay Consolidated,11732,0.0,Brandywine Falls,Wilmington City,001.C.C014,True,35000,221200,Residential,1983,4.0,4.0,Yes,Yes,4475.0,1309.0,No,Yes,Yes,1983.0,FeeSimple,Twin/Semi-Detached,5784.0,"Lower1,Main,Upper1",Less than 2 months
DENC519730,7.0,490000.0,1,2021,19806,Red Clay Consolidated,5010,0.3,Wilm #13,Wilmington City,11,True,54500,54900,Residential,1961,2.0,2.0,Yes,Yes,1050.0,650.0,No,Yes,No,1961.0,FeeSimple,Detached,1700.0,"Lower1,Main",Less than 2 months
DENC505510,63.0,539900.0,7,2020,19806,Red Clay Consolidated,4575,0.08,Wilm #13,Wilmington City,111,True,10500,89400,Residential,1928,3.0,3.0,Yes,Yes,2325.0,0.0,No,Yes,No,1928.0,FeeSimple,Twin/Semi-Detached,2325.0,"Main,Upper1",More than 2 months
DENC504386,22.0,485000.0,7,2020,19806,Brandywine,6067,0.0,Brandywine Park,Brandywine Hundred,001.C.B009,True,31500,140000,Residential,1987,3.0,3.0,No,No,2350.0,0.0,Yes,Yes,No,1987.0,Condominium,Unit/Flat/Apartment,2350.0,Main,Less than 2 months
DENC507926,3.0,525000.0,8,2020,19806,Red Clay Consolidated,2702,0.1,Wilm #13,Wilmington City,133,True,12400,46600,Residential,1910,3.0,2.0,Yes,Yes,1500.0,0.0,No,Yes,No,1910.0,FeeSimple,Twin/Semi-Detached,1500.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC510702,1.0,550000.0,10,2020,19806,Red Clay Consolidated,5060,0.15,Wilm #13,Wilmington City,17,True,13400,97100,Residential,1910,5.0,2.0,Yes,No,2700.0,0.0,No,Yes,No,1910.0,FeeSimple,Detached,2700.0,"Main,Upper1",Less than 2 months
DENC511128,22.0,599900.0,10,2020,19806,Red Clay Consolidated,5280,0.11,Wilm #13,Wilmington City,74,True,14400,100900,Residential,1930,5.0,3.0,Yes,No,2250.0,0.0,No,Yes,No,1930.0,FeeSimple,Detached,2250.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC501624,7.0,550000.0,5,2020,19806,Red Clay Consolidated,11027,0.0,Wilm #13,Wilmington City,002.C.0011,True,32000,208800,Residential,2005,3.0,4.0,No,Yes,3350.0,0.0,Yes,Yes,No,2005.0,Condominium,Interior Row/Townhouse,3350.0,"Lower1,Main,Upper1",Less than 2 months
DENC505518,53.0,665000.0,7,2020,19806,Red Clay Consolidated,3604,0.11,Wilm #13,Wilmington City,91,True,18800,59900,Residential,1920,4.0,2.0,Yes,Yes,1800.0,0.0,No,Yes,No,1920.0,FeeSimple,Detached,1800.0,"Main,Upper1",Less than 2 months
DENC523858,5.0,525000.0,4,2021,19806,Red Clay Consolidated,3819,0.04,Wilm #13,Wilmington City,144,True,10500,72900,Residential,1925,3.0,3.0,Yes,Yes,1490.0,650.0,No,Yes,No,1925.0,FeeSimple,End of Row/Townhouse,2140.0,"Lower1,Main,Upper1",Less than 2 months
DENC502484,115.0,599900.0,6,2020,19806,Red Clay Consolidated,6150,0.08,Wilm #13,Wilmington City,87,True,22700,111600,Residential,1995,3.0,3.0,Yes,Yes,2700.0,540.0,No,Yes,Yes,1995.0,FeeSimple,Twin/Semi-Detached,3240.0,"Lower1,Main,Upper1",More than 2 months
DENC506766,83.0,689900.0,8,2020,19806,Brandywine,5165,0.0,The Pointe,Brandywine Hundred,009.C.0037,True,23400,122600,Residential,2008,2.0,2.0,No,No,2080.0,0.0,Yes,Yes,No,2008.0,FeeSimple,Unit/Flat/Apartment,2080.0,Main,More than 2 months
DENC2008096,14.0,374800.0,9,2021,19806,Red Clay Consolidated,2519,0.04,Wilm #12,Wilmington City,171,True,6600,48400,Residential,1920,3.0,3.0,Yes,No,1725.0,0.0,No,Yes,No,1920.0,FeeSimple,Interior Row/Townhouse,1725.0,"Main,Upper1",Less than 2 months
DENC2018570,30.0,430000.0,3,2022,19806,Red Clay Consolidated,5193,0.05,Wilm #10,Wilmington City,185,True,16500,96900,Residential,1976,3.0,2.0,No,Yes,2400.0,0.0,No,Yes,No,1976.0,FeeSimple,Interior Row/Townhouse,2400.0,"Lower1,Upper2,Upper3",Less than 2 months
DENC2019170,2.0,199900.0,3,2022,19806,Red Clay Consolidated,2441,0.0,Rockford Towers,Wilmington City,001.C.E002,False,11400,41900,Residential,1969,2.0,2.0,No,No,0.0,0.0,Yes,Yes,No,1969.0,Condominium,Unit/Flat/Apartment,0.0,Main,Less than 2 months
DENC2009260,82.0,265000.0,10,2021,19806,Red Clay Consolidated,5156,0.0,Park Plaza,Wilmington City,069.C.0404,True,27800,84800,Residential,0,1.0,2.0,No,No,0.0,0.0,Yes,No,No,0.0,Condominium,Unit/Flat/Apartment,0.0,Main,More than 2 months
DENC528954,0.0,210000.0,6,2021,19806,Red Clay Consolidated,3732,0.0,Devon,Wilmington City,048.C.0312,False,17500,64000,Residential,1963,2.0,2.0,No,No,0.0,0.0,Yes,Yes,No,1963.0,FeeSimple,Unit/Flat/Apartment,0.0,Main,Less than 2 months
DENC2022368,3.0,195000.0,5,2022,19806,Red Clay Consolidated,2656,0.0,Rockford Park Condo,Wilmington City,196.C.0077,True,9000,49000,Residential,1965,2.0,2.0,No,No,0.0,0.0,Yes,Yes,No,1965.0,Condominium,Unit/Flat/Apartment,0.0,Main,Less than 2 months
DENC2021724,3.0,205000.0,4,2022,19806,Red Clay Consolidated,2441,0.0,Rockford Towers,Wilmington City,001.C.G022,True,11400,41900,Residential,1969,2.0,2.0,No,No,0.0,0.0,Yes,Yes,No,1969.0,Condominium,Unit/Flat/Apartment,0.0,Main,Less than 2 months
DENC2003230,1.0,205000.0,8,2021,19806,Red Clay Consolidated,5285,0.0,Park Plaza,Wilmington City,069.C.0406,False,24700,90700,Residential,nan,1.0,2.0,No,No,1359.0,0.0,Yes,Yes,No,1986.0,FeeSimple,Unit/Flat/Apartment,1359.0,Main,Less than 2 months
DENC526880,20.0,212500.0,5,2021,19806,Red Clay Consolidated,2129,0.06,Wilm #15,Wilmington City,144,False,10800,35700,Residential,1860,3.0,3.0,Yes,No,1550.0,0.0,No,Yes,No,1860.0,FeeSimple,Twin/Semi-Detached,1550.0,"Main,Upper1",Less than 2 months
DENC2020132,5.0,210000.0,3,2022,19806,Red Clay Consolidated,2505,0.0,Rockford Towers,Wilmington City,001.C.H012,True,11900,42800,Residential,1969,2.0,2.0,No,No,1150.0,0.0,Yes,Yes,No,1969.0,FeeSimple,Unit/Flat/Apartment,1150.0,Main,Less than 2 months
DENC2003608,42.0,219900.0,8,2021,19806,Red Clay Consolidated,2052,0.04,Wilm #15,Wilmington City,94,True,9100,35700,Residential,1914,3.0,2.0,Yes,No,1350.0,0.0,No,No,No,1914.0,FeeSimple,End of Row/Townhouse,1350.0,"Main,Upper1",Less than 2 months
DENC2001144,15.0,235000.0,6,2021,19806,Red Clay Consolidated,2189,0.02,Wilm #12,Wilmington City,71,True,4600,43200,Residential,1873,2.0,2.0,Yes,No,1075.0,0.0,No,No,No,1873.0,FeeSimple,End of Row/Townhouse,1075.0,"Main,Upper1",Less than 2 months
DENC2010224,1.0,220000.0,11,2021,19806,Red Clay Consolidated,2422,0.04,Wilm #15,Wilmington City,95,True,9100,43800,Residential,1914,3.0,2.0,Yes,No,1475.0,0.0,No,Yes,No,1914.0,FeeSimple,Twin/Semi-Detached,1475.0,"Main,Upper1",Less than 2 months
DENC2000463,14.0,239900.0,10,2021,19806,Red Clay Consolidated,2816,0.05,Wilm #10,Wilmington City,130,True,16500,45000,Residential,1921,1.0,2.0,Yes,No,1425.0,0.0,No,Yes,No,1921.0,FeeSimple,Interior Row/Townhouse,1425.0,"Main,Upper1",Less than 2 months
DENC2017842,4.0,199900.0,2,2022,19806,Red Clay Consolidated,2977,0.0,Rockford Park Condo,Wilmington City,196.C.0082,True,10200,54800,Residential,1965,3.0,2.0,No,No,0.0,0.0,Yes,Yes,No,1965.0,Condominium,Unit/Flat/Apartment,0.0,Main,Less than 2 months
DENC527236,6.0,239900.0,5,2021,19806,Red Clay Consolidated,2432,0.02,Wilm #12,Wilmington City,269,False,4600,48500,Residential,1915,2.0,1.0,Yes,No,950.0,0.0,No,Yes,No,1915.0,FeeSimple,Interior Row/Townhouse,950.0,Upper1,Less than 2 months
DENC2003344,2.0,230000.0,7,2021,19806,Red Clay Consolidated,3306,0.0,Bancroft Mews,Wilmington City,010.C.0029,False,10900,61300,Residential,1992,1.0,2.0,No,No,1200.0,0.0,Yes,No,No,1865.0,Condominium,Unit/Flat/Apartment,1200.0,Main,Less than 2 months
DENC2005198,21.0,239900.0,8,2021,19806,Red Clay Consolidated,2061,0.05,Wilm #14,Wilmington City,269,True,8000,37000,Residential,1923,3.0,2.0,Yes,No,1375.0,0.0,No,No,No,1923.0,FeeSimple,End of Row/Townhouse,1375.0,"Main,Upper1",Less than 2 months
DENC2020926,1.0,235000.0,4,2022,19806,Red Clay Consolidated,2596,0.02,Wilm #12,Wilmington City,153,False,4600,52100,Residential,1949,2.0,1.0,Yes,No,1044.0,0.0,No,Yes,No,1949.0,FeeSimple,Interior Row/Townhouse,1044.0,"Main,Upper1",Less than 2 months
DENC2010110,5.0,199900.0,11,2021,19806,Red Clay Consolidated,1937,0.05,Wilm #15,Wilmington City,257,True,10100,32200,Residential,1900,3.0,2.0,Yes,No,1825.0,0.0,No,No,No,1900.0,FeeSimple,Twin/Semi-Detached,1825.0,"Main,Upper1",Less than 2 months
DENC2004430,4.0,235000.0,8,2021,19806,Red Clay Consolidated,2633,0.02,Wilm #12,Wilmington City,152,True,4600,52900,Residential,1948,2.0,1.0,Yes,No,950.0,0.0,No,Yes,No,1948.0,FeeSimple,Interior Row/Townhouse,950.0,"Lower1,Main,Upper1",Less than 2 months
DENC2000772,5.0,250000.0,6,2021,19806,Red Clay Consolidated,1823,0.04,Wilm #15,Wilmington City,54,False,9100,30700,Residential,1920,3.0,2.0,Yes,No,1525.0,0.0,No,Yes,No,1920.0,FeeSimple,Twin/Semi-Detached,1525.0,"Main,Upper1",Less than 2 months
DENC527752,3.0,235000.0,6,2021,19806,Red Clay Consolidated,2596,0.02,Wilm #12,Wilmington City,123,False,4600,52100,Residential,1949,2.0,1.0,Yes,No,950.0,0.0,No,Yes,No,1949.0,FeeSimple,Interior Row/Townhouse,950.0,"Main,Upper1",Less than 2 months
DENC2001324,29.0,249900.0,6,2021,19806,Red Clay Consolidated,2564,0.03,Wilm #12,Wilmington City,141,True,5700,50300,Residential,1930,2.0,2.0,Yes,No,1125.0,0.0,No,Yes,No,1930.0,FeeSimple,Interior Row/Townhouse,1125.0,"Main,Upper1",Less than 2 months
DENC2014252,23.0,249900.0,1,2022,19806,Red Clay Consolidated,2633,0.0,Bancroft Mews,Wilmington City,010.C.0027,False,9000,48500,Residential,1992,1.0,1.0,No,No,856.0,0.0,Yes,Yes,No,1992.0,Condominium,Unit/Flat/Apartment,856.0,"Lower1,Main",Less than 2 months
DENC2020036,5.0,229000.0,3,2022,19806,Red Clay Consolidated,3018,0.0,Rockford Park Condo,Wilmington City,196.C.0030,True,11100,54800,Residential,1965,3.0,2.0,No,No,0.0,0.0,Yes,Yes,No,1965.0,Condominium,Unit/Flat/Apartment,0.0,Main,Less than 2 months
DENC2008652,100.0,299900.0,10,2021,19806,Brandywine,3350,0.0,Brandywine Park,Brandywine Hundred,001.C.A112,True,17500,77200,Residential,1989,2.0,3.0,No,No,1336.0,0.0,Yes,Yes,No,1989.0,Condominium,Unit/Flat/Apartment,1336.0,"Main,Upper1",More than 2 months
DENC2009742,7.0,249999.0,11,2021,19806,Red Clay Consolidated,2862,0.05,Wilm #15,Wilmington City,343,False,6900,55600,Residential,1920,4.0,2.0,Yes,No,2225.0,0.0,No,Yes,No,1920.0,FeeSimple,Twin/Semi-Detached,2225.0,"Lower1,Lower2,Main",Less than 2 months
DENC2005882,4.0,249900.0,8,2021,19806,Red Clay Consolidated,1525,0.04,Wilm #12,Wilmington City,138,False,7700,25600,Residential,1920,2.0,2.0,Yes,No,875.0,0.0,No,Yes,No,1920.0,FeeSimple,Twin/Semi-Detached,875.0,"Main,Upper1",Less than 2 months
DENC2003904,4.0,225000.0,8,2021,19806,Red Clay Consolidated,2509,0.05,Wilm #13,Wilmington City,35,False,8900,45900,Residential,1957,3.0,2.0,Yes,No,1325.0,0.0,No,No,No,1957.0,FeeSimple,Interior Row/Townhouse,1325.0,"Main,Upper1",Less than 2 months
DENC2009900,5.0,259900.0,11,2021,19806,Red Clay Consolidated,3004,0.0,Bancroft Mews,Wilmington City,010.C.0010,False,10100,55500,Residential,1992,1.0,2.0,No,No,1076.0,0.0,Yes,Yes,No,1992.0,Condominium,Unit/Flat/Apartment,1076.0,"Lower1,Main",Less than 2 months
DENC2007196,14.0,259900.0,9,2021,19806,Red Clay Consolidated,2977,0.04,Wilm #15,Wilmington City,16,False,7400,57600,Residential,1977,2.0,3.0,Yes,No,1350.0,0.0,No,Yes,Yes,1977.0,FeeSimple,Interior Row/Townhouse,1350.0,"Lower1,Main,Upper1",Less than 2 months
DENC2000162,4.0,259900.0,6,2021,19806,Red Clay Consolidated,1214,0.02,Wilm #12,Wilmington City,194,True,3400,23100,Residential,1900,2.0,2.0,Yes,No,1050.0,0.0,No,Yes,No,1900.0,FeeSimple,End of Row/Townhouse,1050.0,"Lower1,Main,Upper1",Less than 2 months
DENC528528,21.0,250000.0,6,2021,19806,Red Clay Consolidated,3920,0.0,Devon,Wilmington City,048.C.1105,False,17900,67700,Residential,1963,2.0,2.0,No,No,1226.0,0.0,Yes,Yes,No,1963.0,Condominium,Unit/Flat/Apartment,1226.0,Main,Less than 2 months
DENC527172,5.0,250000.0,5,2021,19806,Red Clay Consolidated,3668,0.0,Devon,Wilmington City,048.C.0402,False,15900,64200,Residential,1963,2.0,2.0,No,No,0.0,0.0,Yes,Yes,No,1963.0,FeeSimple,Unit/Flat/Apartment,0.0,Main,Less than 2 months
DENC2020170,12.0,269000.0,3,2022,19806,Brandywine,3350,0.0,Brandywine Park,Brandywine Hundred,001.C.A118,True,17500,77200,Residential,0,2.0,3.0,No,Yes,1336.0,0.0,Yes,Yes,No,1992.0,Condominium,Unit/Flat/Apartment,1336.0,"Main,Upper1",Less than 2 months
DENC526756,8.0,259900.0,6,2021,19806,Red Clay Consolidated,2935,0.02,Wilm #12,Wilmington City,192,True,3900,60200,Residential,1925,2.0,2.0,Yes,No,1050.0,0.0,No,Yes,No,1925.0,FeeSimple,Interior Row/Townhouse,1050.0,"Lower1,Main,Upper1",Less than 2 months
DENC526078,9.0,265000.0,5,2021,19806,Red Clay Consolidated,3247,0.03,Wilm #11,Wilmington City,7,False,9900,61000,Residential,1940,3.0,1.0,Yes,No,1350.0,0.0,No,No,No,1940.0,FeeSimple,Twin/Semi-Detached,1350.0,"Main,Upper1",Less than 2 months
DENC2009842,10.0,274900.0,11,2021,19806,Brandywine,3396,0.0,Brandywine Park,Brandywine Hundred,001.C.A106,False,17500,78500,Residential,0,2.0,2.0,No,No,0.0,0.0,Yes,Yes,No,0.0,FeeSimple,Unit/Flat/Apartment,0.0,Main,Less than 2 months
DENC2006086,48.0,309000.0,9,2021,19806,Red Clay Consolidated,2381,0.05,Wilm #12,Wilmington City,195,False,7300,44700,Residential,1920,3.0,1.0,Yes,No,1400.0,0.0,No,Yes,No,1920.0,FeeSimple,Twin/Semi-Detached,1400.0,Main,Less than 2 months
DENC527288,4.0,274900.0,5,2021,19806,Red Clay Consolidated,1667,0.04,Wilm #15,Wilmington City,178,True,6800,29600,Residential,1890,3.0,3.0,Yes,No,2425.0,0.0,No,Yes,No,1890.0,FeeSimple,End of Row/Townhouse,2425.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC2008644,1.0,260000.0,10,2021,19806,Red Clay Consolidated,2633,0.05,Wilm #13,Wilmington City,128,False,10800,46700,Residential,1910,3.0,1.0,Yes,No,1700.0,0.0,No,No,No,1910.0,FeeSimple,Twin/Semi-Detached,1700.0,"Main,Upper1",Less than 2 months
DENC2002828,20.0,289000.0,7,2021,19806,Red Clay Consolidated,2111,0.04,Wilm #11,Wilmington City,78,False,11300,34800,Residential,1900,3.0,2.0,Yes,No,1475.0,0.0,No,Yes,No,1900.0,FeeSimple,Interior Row/Townhouse,1475.0,"Main,Upper1",Less than 2 months
DENC525938,15.0,284900.0,5,2021,19806,Red Clay Consolidated,3430,0.0,Bancroft Mews,Wilmington City,010.C.0005,False,11500,63400,Residential,1992,2.0,2.0,No,No,1275.0,0.0,Yes,Yes,No,1992.0,Condominium,Unit/Flat/Apartment,1275.0,"Main,Upper1",Less than 2 months
DENC2009080,6.0,279000.0,10,2021,19806,Red Clay Consolidated,2349,0.06,Wilm #11,Wilmington City,59,True,12400,38900,Residential,1894,3.0,3.0,Yes,No,1800.0,0.0,No,Yes,No,1894.0,FeeSimple,Interior Row/Townhouse,1800.0,"Main,Upper1,Upper2",Less than 2 months
DENC2018056,5.0,255000.0,2,2022,19806,Red Clay Consolidated,2125,0.05,Wilm #14,Wilmington City,260,False,8500,37900,Residential,1923,3.0,1.0,Yes,No,1400.0,0.0,No,No,No,1923.0,FeeSimple,Twin/Semi-Detached,1400.0,"Lower1,Main,Upper1",Less than 2 months
DENC525134,28.0,290000.0,5,2021,19806,Red Clay Consolidated,2381,0.05,Wilm #12,Wilmington City,195,False,7300,44700,Residential,1920,2.0,1.0,Yes,No,1400.0,0.0,No,Yes,No,1920.0,FeeSimple,Twin/Semi-Detached,1400.0,"Main,Upper1,Upper2",Less than 2 months
DENC2010326,62.0,300000.0,11,2021,19806,Red Clay Consolidated,2977,0.03,Wilm #12,Wilmington City,190,True,5700,59300,Residential,1953,2.0,1.0,Yes,No,875.0,0.0,No,Yes,No,1953.0,FeeSimple,Interior Row/Townhouse,875.0,"Main,Upper1",More than 2 months
DENC2013630,4.0,279000.0,12,2021,19806,Red Clay Consolidated,3137,0.03,Wilm #12,Wilmington City,139,True,5700,62800,Residential,1930,3.0,2.0,Yes,No,1125.0,0.0,No,Yes,No,1930.0,FeeSimple,Interior Row/Townhouse,1125.0,"Main,Upper1",Less than 2 months
DENC2000318,83.0,350000.0,6,2021,19806,Red Clay Consolidated,4854,0.0,Park Plaza,Wilmington City,069.C.0208,True,20000,86000,Residential,nan,2.0,2.0,No,No,1386.0,0.0,Yes,Yes,No,1985.0,Condominium,Unit/Flat/Apartment,1386.0,Main,More than 2 months
DENC528790,43.0,315000.0,6,2021,19806,Red Clay Consolidated,2390,0.03,Wilm #12,Wilmington City,19,True,5700,46500,Residential,1890,2.0,1.0,Yes,No,1280.0,0.0,No,No,No,1890.0,FeeSimple,Interior Row/Townhouse,1280.0,"Main,Upper1",Less than 2 months
DENC2003508,6.0,324900.0,7,2021,19806,Red Clay Consolidated,5752,0.05,Westhill,Wilmington City,115,True,18800,106800,Residential,1988,2.0,3.0,Yes,Yes,2225.0,0.0,No,Yes,Yes,1988.0,FeeSimple,Interior Row/Townhouse,2225.0,"Main,Upper2",Less than 2 months
DENC2017118,1.0,295000.0,2,2022,19806,Brandywine,3258,0.0,Brandywine Park,Brandywine Hundred,001.C.A603,True,15500,76600,Residential,1992,2.0,2.0,No,No,0.0,0.0,Yes,Yes,No,1992.0,Condominium,Unit/Flat/Apartment,0.0,Main,Less than 2 months
DENC2007310,5.0,289900.0,10,2021,19806,Red Clay Consolidated,4456,0.03,Wilm #11,Wilmington City,192,True,9100,88200,Residential,1977,2.0,2.0,Yes,No,2100.0,528.0,No,Yes,Yes,1977.0,FeeSimple,Interior Row/Townhouse,2628.0,"Lower1,Main,Upper1",Less than 2 months
