MLSNumber,Days_on_Market,Orig_List_Price,Month,Year,Zip_Code,SchoolDistrict,AnnualTax,LotAcres,SubdivisionNeighborhood,Municipality,Lot,TotalLandAsmt,TotalBldgAsmt,YearBuilt,Bedrooms,Baths,Garage_YN,AboveGradeSqFt,BelowGradeSqFt,Age,Structure_Type,InteriorSqFt,NumberofStories,DaysOnMarket_Buckets
DENC493412,60.0,229900.0,2,2020,7,4,2180,0.08,125,12,750,7800,39800,49,4.0,2.0,2,1665.0,0.0,1924.0,8,1665.0,13,1
DENC519646,10.0,225000.0,1,2021,7,1,2887,0.07,563,12,582,6600,53300,131,4.0,3.0,2,1700.0,340.0,2006.0,8,2040.0,28,1
DENC510672,26.0,275000.0,10,2020,7,1,2106,0.09,460,12,223,3200,40500,132,3.0,4.0,2,1575.0,0.0,2007.0,2,1575.0,12,1
DENC505158,1.0,231500.0,7,2020,7,1,3779,0.27,58,12,749,19300,59100,70,2.0,1.0,1,1325.0,0.0,1945.0,1,1325.0,26,1
DENC510380,5.0,229900.0,10,2020,7,1,1753,0.12,563,12,291,6700,29700,26,3.0,2.0,2,1700.0,0.0,1900.0,1,1700.0,26,1
DENC517098,9.0,229000.0,12,2020,7,4,2876,0.05,170,12,609,5900,56900,121,3.0,3.0,1,2225.0,369.0,1996.0,4,2594.0,12,1
DENC500314,70.0,235000.0,5,2020,7,4,2102,0.05,565,12,637,5600,40300,39,4.0,3.0,1,2250.0,0.0,1914.0,8,2250.0,14,2
DENC500414,82.0,249900.0,5,2020,7,1,4834,0.0,481,12,205,16400,83900,108,3.0,2.0,1,1535.0,0.0,1983.0,9,1535.0,26,2
DENC523306,13.0,249900.0,3,2021,7,4,2546,0.05,566,12,688,3100,52500,134,4.0,3.0,2,2475.0,376.0,2009.0,2,2851.0,26,1
DENC523808,5.0,224900.0,4,2021,7,4,1873,0.05,566,12,782,10100,30800,26,2.0,3.0,1,1450.0,0.0,1900.0,8,1450.0,27,1
DENC511326,7.0,234900.0,10,2020,7,4,2230,0.06,565,12,525,9800,38900,50,4.0,2.0,2,1575.0,0.0,1925.0,8,1575.0,28,1
DENC520922,5.0,242500.0,2,2021,7,4,2033,0.05,565,12,283,9200,35200,52,3.0,2.0,2,1740.0,0.0,1927.0,8,1740.0,28,1
DENC509910,7.0,225000.0,10,2020,7,1,2656,0.07,563,12,469,6900,48200,61,3.0,2.0,2,1775.0,0.0,1936.0,8,1775.0,13,1
DENC494478,41.0,259900.0,2,2020,7,1,6131,0.0,481,12,206,20200,107000,108,3.0,3.0,2,0.0,0.0,1983.0,9,0.0,26,1
DENC499838,32.0,264900.0,5,2020,7,4,3260,0.06,565,12,347,12800,58400,45,5.0,2.0,1,2614.0,0.0,1920.0,8,2614.0,23,1
DENC505666,1.0,255000.0,7,2020,7,4,1965,0.06,565,12,226,9800,33100,47,3.0,2.0,2,1425.0,0.0,1922.0,8,1425.0,27,1
DENC520104,49.0,264900.0,1,2021,7,4,1768,0.05,566,12,608,4100,34500,35,5.0,2.0,1,1825.0,0.0,1910.0,8,1825.0,13,1
DENC513166,6.0,235000.0,11,2020,7,4,2560,0.05,565,12,294,9200,46700,53,3.0,3.0,2,1725.0,0.0,1928.0,8,1725.0,26,1
DENC524756,7.0,249900.0,4,2021,7,4,1442,0.05,566,12,332,4700,26800,45,3.0,3.0,1,1350.0,0.0,1920.0,4,1350.0,12,1
DENC521050,5.0,260000.0,2,2021,7,4,2047,0.07,125,12,343,7700,37000,43,5.0,3.0,1,1850.0,0.0,1918.0,8,1850.0,28,1
DENC520592,55.0,314900.0,2,2021,7,4,3022,0.09,125,12,241,11200,54800,54,4.0,2.0,2,1925.0,0.0,1929.0,1,1925.0,13,1
DENC505856,4.0,249900.0,7,2020,7,4,2093,0.05,565,12,733,6600,39100,39,6.0,4.0,1,2178.0,0.0,1914.0,8,2178.0,13,1
DENC501590,26.0,269900.0,5,2020,7,4,3485,0.24,125,12,238,13100,63000,147,3.0,3.0,1,0.0,0.0,1915.0,1,0.0,27,1
DENC523402,3.0,269900.0,3,2021,7,4,1978,0.06,565,12,387,4200,39000,26,4.0,3.0,2,2100.0,0.0,1900.0,2,2100.0,28,1
DENC512100,5.0,275000.0,11,2020,7,4,2981,0.14,125,12,221,10800,54300,56,4.0,2.0,2,2075.0,0.0,1931.0,1,2075.0,27,1
DENC500920,4.0,275000.0,5,2020,7,4,1616,0.07,565,12,244,10000,25300,47,3.0,3.0,2,2021.0,0.0,1922.0,2,2021.0,28,1
DENC524034,7.0,274900.0,4,2021,7,1,2873,0.07,563,12,214,6900,52700,63,3.0,3.0,2,1875.0,923.0,1938.0,8,2798.0,12,1
DENC506804,5.0,275000.0,8,2020,7,4,3086,0.17,565,12,304,10700,56700,107,3.0,3.0,2,1425.0,0.0,1982.0,8,1425.0,27,1
DENC523796,6.0,267900.0,4,2021,7,4,2010,0.06,565,12,227,9800,34100,47,3.0,2.0,2,1625.0,200.0,1922.0,8,1825.0,13,1
DENC506116,5.0,285000.0,7,2020,7,4,3425,0.1,125,12,240,11400,63400,54,5.0,3.0,2,2425.0,0.0,1929.0,1,2425.0,28,1
DENC519562,6.0,300000.0,1,2021,7,4,2212,0.05,565,12,596,8300,40000,50,4.0,3.0,2,1625.0,0.0,1925.0,8,1625.0,28,1
DENC505468,3.0,299900.0,7,2020,7,1,2190,0.27,57,1,695,17800,44100,118,3.0,3.0,2,1775.0,387.0,1993.0,1,2162.0,12,1
DENC498392,29.0,310000.0,3,2020,7,1,3200,0.26,58,12,577,18300,48100,80,3.0,2.0,2,1774.0,0.0,1955.0,1,1774.0,26,1
DENC506962,20.0,319500.0,8,2020,7,4,3563,0.09,565,12,243,10300,67500,76,4.0,4.0,2,2600.0,0.0,1951.0,8,2600.0,12,1
DENC522038,2.0,289999.0,3,2021,7,4,2761,0.07,372,12,607,10000,50300,38,3.0,4.0,2,2525.0,0.0,1913.0,8,2525.0,13,1
DENC507400,4.0,310000.0,9,2020,7,4,2120,0.06,565,12,274,9800,36500,51,3.0,2.0,2,1988.0,0.0,1926.0,8,1988.0,28,1
DENC509428,4.0,319900.0,9,2020,7,4,2564,0.08,125,12,273,10500,45500,52,4.0,3.0,2,1550.0,0.0,1927.0,1,1550.0,13,1
DENC507436,8.0,319000.0,9,2020,7,1,3541,0.23,57,1,626,17500,82600,110,3.0,3.0,2,2025.0,0.0,1985.0,1,2025.0,27,1
DENC518088,10.0,315000.0,12,2020,7,4,2317,0.06,565,12,756,9800,40800,57,4.0,2.0,1,1953.0,200.0,1932.0,8,2153.0,12,1
DENC517304,6.0,350000.0,11,2020,7,4,2372,0.07,565,12,305,10000,41800,44,4.0,3.0,2,2025.0,0.0,1919.0,1,2025.0,13,1
DENC503986,1.0,335000.0,6,2020,7,1,5201,0.34,58,12,701,19900,88000,75,4.0,3.0,2,2700.0,0.0,1950.0,1,2700.0,27,1
DENC517824,8.0,327900.0,12,2020,7,4,4735,0.21,565,12,379,16000,87400,26,1.0,1.0,2,3725.0,0.0,1900.0,1,3725.0,26,1
DENC498362,8.0,344900.0,3,2020,7,1,5210,0.23,58,12,425,22500,85600,81,3.0,3.0,2,1750.0,0.0,1956.0,1,1750.0,11,1
DENC507392,1.0,345000.0,8,2020,7,4,2688,0.07,565,12,780,10000,48700,53,4.0,3.0,2,1925.0,0.0,1928.0,1,1925.0,27,1
DENC508182,5.0,369900.0,9,2020,7,4,3183,0.12,565,12,278,16100,53400,55,5.0,3.0,2,2269.0,0.0,1930.0,1,2269.0,26,1
DENC511660,3.0,330000.0,10,2020,7,4,3581,0.11,565,12,617,10600,67600,53,4.0,2.0,2,2500.0,0.0,1928.0,1,2500.0,27,1
DENC512858,8.0,364900.0,11,2020,7,1,3141,0.26,57,1,705,17700,71100,113,3.0,3.0,2,1925.0,625.0,1988.0,1,2550.0,11,1
DENC499766,47.0,369900.0,4,2020,7,1,3591,0.2,58,12,646,17900,56600,80,3.0,2.0,1,1625.0,1215.0,1955.0,1,2840.0,26,1
DENC517716,31.0,379900.0,12,2020,7,1,3304,0.23,57,1,607,17500,75900,110,4.0,3.0,2,1837.0,508.0,1985.0,1,2345.0,27,1
DENC520236,3.0,350000.0,2,2021,7,4,2386,0.06,565,12,768,9800,42300,39,6.0,2.0,1,2125.0,0.0,1914.0,8,2125.0,13,1
DENC513046,3.0,385000.0,11,2020,7,4,2413,0.09,565,12,330,10300,42400,42,5.0,3.0,2,2100.0,0.0,1917.0,8,2100.0,28,1
DENC505388,39.0,410000.0,10,2020,7,1,3856,0.22,58,12,746,18800,61200,64,3.0,2.0,1,2025.0,0.0,1939.0,1,2025.0,27,1
DENC509364,7.0,395000.0,9,2020,7,4,3842,0.24,565,12,695,11900,72000,45,6.0,5.0,2,4270.0,0.0,1920.0,1,4270.0,13,1
DENC509494,6.0,364900.0,9,2020,7,1,3414,0.23,57,1,637,17500,79000,110,4.0,3.0,2,1850.0,0.0,1985.0,1,1850.0,12,1
DENC502638,4.0,419900.0,6,2020,7,1,4227,0.31,424,1,341,20700,98800,104,4.0,3.0,2,2750.0,898.0,1979.0,1,3648.0,27,1
DENC503404,37.0,409000.0,6,2020,7,4,2596,0.1,125,12,242,9600,47100,45,5.0,3.0,2,2125.0,400.0,1920.0,1,2525.0,13,1
DENC507450,2.0,429000.0,9,2020,7,1,5456,0.46,58,12,683,20900,92300,79,4.0,3.0,2,3041.0,0.0,1954.0,1,3041.0,27,1
DENC509568,3.0,455000.0,10,2020,7,1,4169,0.43,58,12,637,20700,65800,76,4.0,2.0,2,2650.0,0.0,1951.0,1,2650.0,27,1
DENC512146,5.0,449900.0,11,2020,7,1,4227,0.39,295,1,569,20400,99100,106,4.0,3.0,2,2541.0,0.0,1981.0,1,2541.0,26,1
DENC510828,1.0,490000.0,10,2020,7,1,4690,0.24,58,12,341,19100,78200,65,3.0,3.0,2,2650.0,0.0,1940.0,1,2650.0,27,1
DENC506230,1.0,499000.0,9,2020,7,1,4613,0.26,58,12,750,19300,76400,63,5.0,4.0,2,2425.0,273.0,1938.0,1,2698.0,28,1
DENC510018,4.0,499000.0,9,2020,7,4,3659,0.14,565,12,311,16400,63500,45,5.0,3.0,2,2400.0,0.0,1920.0,1,2400.0,28,1
DENC503420,4.0,475000.0,6,2020,7,1,5061,0.23,58,12,668,19000,86000,115,4.0,3.0,2,2700.0,0.0,1990.0,1,2700.0,11,1
DENC518356,3.0,555000.0,12,2020,7,1,4429,0.25,58,12,652,19200,72700,65,4.0,4.0,2,3125.0,826.0,1940.0,1,3951.0,12,1
DENC523914,4.0,515000.0,4,2021,7,1,4637,0.25,58,12,272,19200,77000,62,3.0,3.0,2,2675.0,0.0,1937.0,1,2675.0,27,1
DENC2018850,3.0,195000.0,3,2022,7,4,1263,0.04,564,12,345,3800,23800,45,3.0,2.0,1,1475.0,0.0,1920.0,8,1475.0,27,1
DENC2018768,35.0,179900.0,3,2022,7,4,1148,0.13,566,12,463,5400,19700,45,3.0,2.0,1,1100.0,0.0,1920.0,4,1100.0,27,1
DENC2015236,4.0,200000.0,1,2022,7,1,1952,0.03,416,12,755,2900,37600,121,3.0,2.0,1,1150.0,0.0,1996.0,4,1150.0,26,1
DENC2012490,19.0,195000.0,12,2021,7,1,2092,0.06,563,12,577,7000,36400,73,3.0,2.0,1,1650.0,324.0,1948.0,8,1974.0,12,1
DENC2007534,18.0,200000.0,9,2021,7,1,2082,0.07,563,12,546,7200,36000,59,3.0,1.0,2,1400.0,0.0,1934.0,8,1400.0,28,1
DENC2005542,6.0,194900.0,8,2021,7,1,1774,0.05,167,12,294,3000,33800,114,3.0,2.0,1,1150.0,0.0,1989.0,2,1150.0,27,1
DENC2005304,7.0,189900.0,8,2021,7,1,1406,0.05,582,12,768,4000,25200,79,3.0,1.0,1,1150.0,0.0,1954.0,2,1150.0,27,1
DENC525816,5.0,195000.0,5,2021,7,4,1910,0.07,564,12,237,4600,37100,142,3.0,2.0,2,1850.0,0.0,2017.0,1,1850.0,28,1
DENC518382,100.0,210000.0,1,2021,7,1,2174,0.06,563,12,275,5300,39800,56,3.0,3.0,1,2100.0,0.0,1931.0,8,2100.0,26,2
DENC2014564,4.0,199000.0,1,2022,7,4,1107,0.05,564,12,758,4200,20000,45,3.0,2.0,1,1125.0,0.0,1920.0,8,1125.0,27,1
DENC2014854,18.0,204900.0,1,2022,7,1,2285,0.0,368,1,121,9500,55100,1,3.0,2.0,2,0.0,0.0,0.0,9,0.0,27,1
DENC2000336,15.0,185000.0,6,2021,7,1,2627,0.06,563,12,494,7000,47500,59,4.0,2.0,2,1950.0,0.0,1934.0,8,1950.0,12,1
DENC528018,2.0,199900.0,6,2021,7,1,2005,0.06,563,12,295,7000,34600,55,3.0,2.0,2,1400.0,0.0,1930.0,8,1400.0,27,1
DENC2014226,35.0,220000.0,1,2022,7,4,1589,0.06,566,12,605,4300,30400,55,3.0,2.0,2,1425.0,0.0,1930.0,1,1425.0,27,1
DENC2008274,14.0,214900.0,10,2021,7,1,1835,0.05,563,12,299,5600,32500,60,3.0,2.0,1,1450.0,0.0,1935.0,2,1450.0,27,1
DENC2012982,10.0,197500.0,4,2022,7,1,4482,0.0,481,12,325,14800,78200,111,2.0,3.0,2,0.0,0.0,1986.0,9,0.0,27,1
DENC2014308,48.0,199900.0,1,2022,7,1,1652,0.04,563,12,737,4400,29900,65,3.0,2.0,1,1125.0,0.0,1940.0,8,1125.0,27,1
DENC2007584,8.0,200000.0,9,2021,7,4,1318,0.03,565,12,236,4300,24500,30,3.0,2.0,1,1450.0,0.0,1905.0,8,1450.0,27,1
DENC2006886,31.0,225000.0,9,2021,7,4,1832,0.06,565,12,750,9200,30800,52,3.0,2.0,1,1600.0,0.0,1927.0,8,1600.0,28,1
DENC526654,28.0,207000.0,5,2021,7,4,1703,0.08,125,12,420,5600,31600,47,3.0,1.0,2,1425.0,0.0,1922.0,2,1425.0,12,1
DENC2002466,19.0,205000.0,7,2021,7,4,1818,0.09,125,12,770,7900,31800,49,3.0,2.0,2,1625.0,0.0,1924.0,2,1625.0,27,1
DENC2000125,9.0,209000.0,10,2021,7,1,1758,0.15,381,1,224,4300,45400,75,3.0,2.0,2,1375.0,0.0,1950.0,1,1375.0,27,1
DENC2010154,108.0,220000.0,11,2021,7,4,1818,0.06,125,12,213,7500,32200,64,3.0,1.0,1,1275.0,0.0,1939.0,8,1275.0,26,2
DENC2000219,9.0,185000.0,10,2021,7,1,2241,0.06,563,12,294,6800,39700,65,3.0,1.0,1,1300.0,0.0,1940.0,8,1300.0,12,1
DENC2007252,27.0,225000.0,9,2021,7,4,1621,0.04,565,12,717,4600,30800,42,3.0,2.0,1,1575.0,0.0,1917.0,8,1575.0,12,1
DENC2006260,110.0,225000.0,9,2021,7,1,1779,0.07,563,12,683,7200,29700,66,3.0,2.0,1,1150.0,0.0,1941.0,8,1150.0,27,2
DENC2005482,3.0,215000.0,8,2021,7,4,1800,0.04,566,12,268,4300,35000,49,3.0,2.0,1,1475.0,0.0,1924.0,4,1475.0,12,1
DENC528644,12.0,210000.0,6,2021,7,4,3036,0.03,565,12,286,4700,61600,114,2.0,2.0,2,1725.0,382.0,1989.0,4,2107.0,27,1
DENC525190,6.0,210000.0,4,2021,7,1,2097,0.06,582,12,239,3000,40500,133,3.0,3.0,2,1575.0,0.0,2008.0,8,1575.0,26,1
DENC526552,12.0,220000.0,5,2021,7,1,2130,0.06,563,12,331,7000,37200,75,3.0,2.0,2,1975.0,0.0,1950.0,8,1975.0,27,1
DENC2008390,6.0,204900.0,10,2021,7,1,1933,0.05,563,12,327,6400,33700,54,3.0,2.0,2,1275.0,0.0,1929.0,8,1275.0,12,1
DENC2008700,56.0,220000.0,11,2021,7,1,857,0.06,583,12,371,3300,14500,26,3.0,3.0,1,1600.0,0.0,1900.0,8,1600.0,11,1
DENC2005314,13.0,219900.0,8,2021,7,1,1141,0.05,582,12,379,4200,19500,77,3.0,3.0,1,1375.0,171.0,1952.0,4,1546.0,12,1
DENC2015726,1.0,220000.0,2,2022,7,4,1754,0.05,566,12,565,4500,33800,26,6.0,3.0,1,2500.0,0.0,1900.0,8,2500.0,28,1
DENC2000607,6.0,204000.0,10,2021,7,4,1616,0.05,565,12,782,5100,30200,35,3.0,2.0,1,1500.0,0.0,1910.0,8,1500.0,13,1
DENC528190,14.0,210000.0,6,2021,7,1,1865,0.23,563,12,779,6800,31900,70,3.0,3.0,1,1250.0,0.0,1945.0,8,1250.0,12,1
DENC525218,21.0,225000.0,5,2021,7,4,1757,0.09,566,12,747,13600,24800,24,3.0,1.0,2,1425.0,0.0,1896.0,2,1425.0,27,1
DENC2003566,11.0,219900.0,8,2021,7,1,125,0.0,481,12,209,0,2600,147,2.0,2.0,2,0.0,0.0,1983.0,9,0.0,26,1
DENC2016218,7.0,224900.0,2,2022,7,1,2198,0.07,563,12,269,6100,39500,63,3.0,2.0,2,1550.0,500.0,1938.0,8,2050.0,27,1
DENC2019328,5.0,199900.0,3,2022,7,4,1475,0.03,564,12,598,4600,27600,52,3.0,3.0,1,1450.0,0.0,1927.0,4,1450.0,12,1
DENC2018138,3.0,225000.0,2,2022,7,1,1851,0.1,563,12,235,6700,31700,57,3.0,2.0,1,1475.0,0.0,1932.0,2,1475.0,18,1
DENC2012716,7.0,220000.0,12,2021,7,4,1424,0.04,566,12,304,4300,26800,48,3.0,2.0,1,1250.0,0.0,1923.0,4,1250.0,26,1
DENC528810,5.0,200000.0,7,2021,7,1,2574,0.02,316,12,347,2400,51000,132,3.0,3.0,2,1750.0,0.0,2007.0,4,1750.0,13,1
DENC513108,4.0,229900.0,5,2021,7,4,2042,0.06,565,12,287,9800,34800,49,3.0,3.0,2,1500.0,0.0,1924.0,8,1500.0,12,1
DENC526168,10.0,185000.0,5,2021,7,1,2227,0.07,563,12,566,7200,39000,59,3.0,1.0,2,1425.0,0.0,1934.0,8,1425.0,27,1
DENC2010958,3.0,219900.0,11,2021,7,1,2381,0.07,563,12,243,7000,42400,77,3.0,2.0,2,1525.0,0.0,1952.0,8,1525.0,27,1
DENC2003124,23.0,225000.0,7,2021,7,1,2010,0.05,563,12,380,6600,35100,75,3.0,2.0,2,1350.0,0.0,1950.0,8,1350.0,27,1
DENC2009472,26.0,229000.0,11,2021,7,1,1513,0.04,563,12,324,4400,27000,55,3.0,2.0,1,1125.0,0.0,1930.0,8,1125.0,12,1
DENC518654,53.0,224999.0,12,2020,7,4,1644,0.07,565,12,759,7700,28200,44,3.0,3.0,1,1475.0,0.0,1919.0,8,1475.0,26,1
DENC2017452,33.0,259900.0,2,2022,7,4,1836,0.05,565,12,757,6200,33900,37,4.0,2.0,1,1700.0,0.0,1912.0,2,1700.0,27,1
DENC2011822,6.0,230000.0,12,2021,7,1,2183,0.06,563,12,277,8300,37000,65,3.0,2.0,1,1225.0,0.0,1940.0,4,1225.0,26,1
DENC2008796,1.0,230000.0,10,2021,7,1,2029,0.04,582,12,222,2600,39500,132,3.0,2.0,2,1575.0,0.0,2007.0,4,1575.0,27,1
DENC2008094,46.0,249900.0,9,2021,7,4,3160,0.13,565,12,762,14200,54800,147,5.0,2.0,1,0.0,0.0,1909.0,1,0.0,27,1
DENC527136,3.0,219000.0,5,2021,7,4,1461,0.03,564,12,733,4600,27300,55,3.0,3.0,2,1350.0,600.0,1930.0,8,1950.0,12,1
DENC2005178,26.0,245000.0,8,2021,7,4,1777,0.06,566,12,669,4600,34200,35,3.0,3.0,2,1825.0,0.0,1910.0,8,1825.0,26,1
DENC2014034,43.0,239900.0,1,2022,7,1,1759,0.06,563,12,289,5300,31200,57,3.0,2.0,1,1375.0,0.0,1932.0,8,1375.0,26,1
DENC2018984,4.0,229900.0,3,2022,7,4,1786,0.06,564,12,284,4500,34500,44,5.0,3.0,1,1975.0,350.0,1919.0,8,2325.0,12,1
DENC2015696,5.0,229000.0,1,2022,7,1,2429,0.07,563,12,422,6500,43900,56,3.0,2.0,2,1850.0,0.0,1931.0,8,1850.0,12,1
DENC2002098,13.0,235000.0,7,2021,7,1,2897,0.08,563,12,239,9400,50700,55,3.0,3.0,2,1575.0,0.0,1930.0,2,1575.0,12,1
DENC2004994,23.0,225000.0,8,2021,7,1,2574,0.02,316,12,347,2400,51000,132,3.0,3.0,2,1750.0,0.0,2007.0,4,1750.0,28,1
DENC525472,6.0,230000.0,5,2021,7,4,2262,0.05,565,12,705,6600,42800,39,5.0,2.0,1,2125.0,0.0,1914.0,8,2125.0,28,1
DENC2015912,5.0,239900.0,1,2022,7,4,1520,0.04,565,12,777,5100,28100,45,3.0,2.0,1,1400.0,0.0,1920.0,8,1400.0,27,1
DENC521816,27.0,219900.0,3,2021,7,1,1750,0.05,563,12,782,6300,30000,53,3.0,2.0,1,1450.0,0.0,1928.0,4,1450.0,12,1
DENC2020100,3.0,225000.0,4,2022,7,4,3499,0.16,565,12,766,12000,64400,41,5.0,3.0,1,2150.0,0.0,1916.0,1,2150.0,28,1
DENC2019448,0.0,240000.0,1,2022,7,4,2363,0.08,125,12,667,7800,43800,49,3.0,2.0,2,1475.0,0.0,1924.0,8,1475.0,12,1
DENC2015792,20.0,240000.0,2,2022,7,4,1745,0.05,125,12,416,5100,33000,47,4.0,2.0,2,1475.0,0.0,1922.0,8,1475.0,12,1
DENC2010722,5.0,239900.0,11,2021,7,4,1891,0.05,566,12,766,10100,31200,35,3.0,1.0,1,1475.0,0.0,1910.0,8,1475.0,27,1
DENC2009694,0.0,240000.0,7,2021,7,1,2101,0.07,460,12,215,3100,40500,132,3.0,2.0,2,1575.0,0.0,2007.0,8,1575.0,27,1
DENC2007366,48.0,279900.0,9,2021,7,4,2908,0.08,170,12,610,7800,55700,120,3.0,4.0,1,2400.0,554.0,1995.0,2,2954.0,13,1
DENC2006528,80.0,240000.0,9,2021,7,4,2477,0.04,170,12,603,5200,48900,123,3.0,3.0,1,2025.0,0.0,1998.0,4,2025.0,28,2
DENC2000122,3.0,239900.0,7,2021,7,4,1565,0.02,566,12,353,4100,30100,45,3.0,2.0,1,1200.0,0.0,1920.0,4,1200.0,26,1
DENC2002752,19.0,239900.0,7,2021,7,4,1478,0.05,125,12,369,5600,26700,53,3.0,2.0,2,1250.0,0.0,1928.0,8,1250.0,12,1
DENC2019420,19.0,245000.0,3,2022,7,4,1525,0.06,564,12,432,5000,28300,50,3.0,2.0,1,1375.0,0.0,1925.0,8,1375.0,27,1
DENC2005050,7.0,230000.0,8,2021,7,1,2921,0.08,563,12,516,6800,53800,132,3.0,3.0,2,1825.0,0.0,2007.0,8,1825.0,12,1
DENC2002546,6.0,255000.0,7,2021,7,1,2082,0.06,460,12,246,2700,40500,132,3.0,2.0,2,1575.0,0.0,2007.0,2,1575.0,12,1
DENC526260,9.0,235000.0,5,2021,7,1,2714,0.11,563,12,341,9800,46500,59,3.0,2.0,2,1575.0,0.0,1934.0,8,1575.0,12,1
DENC2000618,8.0,249900.0,6,2021,7,1,2420,0.05,563,12,280,5600,44600,61,3.0,2.0,1,1750.0,0.0,1936.0,8,1750.0,12,1
DENC2012712,5.0,254900.0,12,2021,7,4,1960,0.08,565,12,215,10100,32700,29,4.0,2.0,1,1700.0,0.0,1904.0,1,1700.0,12,1
DENC2018272,13.0,249900.0,2,2022,7,4,1845,0.08,125,12,447,7800,32500,55,3.0,3.0,1,1275.0,394.0,1930.0,4,1669.0,12,1
DENC2002320,36.0,249900.0,7,2021,7,4,1529,0.07,125,12,397,6100,27300,41,3.0,2.0,2,1425.0,0.0,1916.0,8,1425.0,12,1
DENC526038,18.0,249900.0,5,2021,7,4,1928,0.05,125,12,451,5600,36500,54,3.0,2.0,1,1375.0,0.0,1929.0,8,1375.0,27,1
DENC2021604,1.0,250000.0,4,2022,7,4,2386,0.14,125,12,783,8600,43500,53,4.0,2.0,1,1525.0,0.0,1928.0,8,1525.0,28,1
DENC2011174,22.0,259900.0,11,2021,7,4,2253,0.08,565,12,236,10100,39100,50,3.0,1.0,2,1325.0,656.0,1925.0,8,1981.0,34,1
DENC2008346,22.0,250000.0,10,2021,7,1,2101,0.08,460,12,216,3100,40500,132,3.0,2.0,2,1575.0,0.0,2007.0,8,1575.0,27,1
DENC2006842,7.0,250000.0,9,2021,7,1,2097,0.08,460,12,237,3000,40500,132,3.0,2.0,2,1575.0,0.0,2007.0,2,1575.0,27,1
DENC2003712,10.0,229900.0,8,2021,7,1,2892,0.06,563,12,341,9000,51000,84,3.0,2.0,1,1950.0,391.0,1959.0,8,2341.0,27,1
DENC528896,5.0,229900.0,6,2021,7,1,2304,0.06,460,12,275,3000,44800,133,3.0,4.0,2,2225.0,497.0,2008.0,4,2722.0,12,1
DENC526304,9.0,229900.0,5,2021,7,4,1461,0.04,566,12,617,9100,22800,18,4.0,2.0,1,1700.0,0.0,1885.0,4,1700.0,27,1
DENC2012666,7.0,239900.0,12,2021,7,1,2275,0.06,563,12,586,7000,40200,61,4.0,4.0,2,1600.0,0.0,1936.0,8,1600.0,13,1
DENC527084,16.0,249999.0,5,2021,7,4,2427,0.06,565,12,341,5100,47900,35,6.0,3.0,2,2850.0,0.0,1910.0,2,2850.0,26,1
DENC2003730,25.0,255000.0,7,2021,7,4,2010,0.07,125,12,235,7700,36200,45,4.0,2.0,2,1775.0,0.0,1920.0,8,1775.0,28,1
DENC2019904,4.0,249900.0,3,2022,7,1,1806,0.03,563,12,323,3800,33700,55,3.0,3.0,1,1250.0,0.0,1930.0,8,1250.0,26,1
DENC2018058,10.0,250000.0,2,2022,7,4,1955,0.12,566,12,547,5800,36900,33,4.0,2.0,1,2100.0,0.0,1908.0,1,2100.0,12,1
DENC2016732,2.0,256000.0,2,2022,7,4,1565,0.05,125,12,312,7100,27100,49,3.0,2.0,1,1300.0,0.0,1924.0,8,1300.0,27,1
DENC2010948,9.0,249900.0,11,2021,7,1,1963,0.25,381,1,296,5000,50500,90,3.0,2.0,1,960.0,0.0,1963.0,1,960.0,11,1
DENC2005064,5.0,245000.0,8,2021,7,1,2270,0.08,460,12,783,2900,44200,132,3.0,4.0,1,1800.0,230.0,2007.0,2,2030.0,12,1
DENC2006748,25.0,249900.0,9,2021,7,1,2097,0.05,563,12,216,6400,37100,60,3.0,3.0,2,1700.0,0.0,1935.0,8,1700.0,12,1
DENC2001312,6.0,259900.0,6,2021,7,4,2161,0.04,565,12,283,9100,38100,33,4.0,2.0,1,2275.0,0.0,1908.0,2,2275.0,27,1
DENC2007060,6.0,259900.0,9,2021,7,1,3359,0.05,563,12,606,4600,65100,132,3.0,4.0,2,2175.0,0.0,2007.0,8,2175.0,26,1
DENC524726,1.0,260000.0,4,2021,7,1,4656,0.0,481,12,314,14300,82300,113,2.0,2.0,1,1425.0,0.0,1988.0,9,1425.0,26,1
DENC2018736,29.0,299900.0,3,2022,7,1,5413,0.0,481,12,207,19000,93300,108,3.0,2.0,2,2065.0,0.0,1983.0,7,2065.0,26,1
DENC527482,6.0,239900.0,6,2021,7,4,4456,0.07,565,12,310,12500,84800,111,3.0,3.0,2,2340.0,0.0,1985.0,2,2340.0,13,1
DENC2006242,1.0,265000.0,2,2022,7,4,2253,0.05,565,12,586,9200,40000,40,4.0,2.0,1,2025.0,0.0,1915.0,8,2025.0,28,1
DENC2003450,8.0,249900.0,7,2021,7,4,1667,0.05,565,12,226,5100,31300,30,5.0,3.0,1,1650.0,0.0,1905.0,2,1650.0,27,1
DENC2016252,18.0,269900.0,1,2022,7,4,1391,0.04,565,12,376,4200,26200,39,3.0,3.0,1,1600.0,0.0,1914.0,1,1600.0,26,1
DENC2014976,14.0,275000.0,1,2022,7,4,1484,0.05,125,12,452,5600,26800,54,3.0,3.0,2,1325.0,0.0,1929.0,2,1325.0,27,1
