MLSNumber,Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,BathsFull,Design,Style,NumberofStories,Central_Air_YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,Water,Sewer,Basement_YN,Garage_YN,ExteriorMaterial,LotFrontage,LotDepth,LotSqFt,LotAcres,YearBuilt,Sold_Price,Days_on_Market,PC1,PC2,PC3,Class
DENC522246,249999.0,19804,NEWPORT,Red Clay Consolidated,No,Detached,0.14,1998.0,1998.0,0.0,4.0,2.0,2.0,Three,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,VinylSiding",50.0,120.0,6098,0.14,1901,265000.0,2.0,-1.6285105986226571,0.40206554386408677,-0.0011642269023925584,3
DENC519202,265000.0,19804,NEWPORT HEIGHTS,Red Clay Consolidated,No,Detached,0.11,1800.0,1400.0,400.0,4.0,2.0,2.0,OneandaHalf,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,Central,Electric,Public,PublicSewer,Yes,No,"BrickFront,VinylSiding",50.0,100.0,4792,0.11,1953,265000.0,9.0,-1.6233956556284788,-0.7358963676766636,0.33485044965476624,1
DENC511170,255000.0,19804,WINDERMERE,Red Clay Consolidated,No,Detached,0.21,1250.0,1250.0,0.0,3.0,2.0,1.0,Three,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,No,"Brick,VinylSiding",95.5,100.0,9148,0.21,1957,265000.0,11.0,-2.5400386322315582,-1.5956375555151698,-0.3766788732435643,1
DENC507268,254900.0,19804,MANETTE HEIGHTS,Red Clay Consolidated,No,Detached,0.15,1472.0,1225.0,247.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,MixedPlumbing,VinylSiding",70.0,95.2,6534,0.15,1964,265000.0,1.0,-2.6566542667165787,-3.5888024068333357,0.011536257133315006,1
DENC503528,263500.0,19804,WOODCREST,Red Clay Consolidated,No,Detached,0.18,1525.0,1525.0,0.0,4.0,2.0,2.0,OneandaHalf,CapeCod,"Main,Upper1,Upper2,Upper3",No,WindowUnits,NaturalGas,"BaseboardHotWater,Radiator",NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick",53.7,112.9,7840,0.18,1950,265000.0,14.0,-2.4680894941489755,1.577732440823543,5.902866118654352,2
DENC524762,250000.0,19804,GORDY ESTATES,Red Clay Consolidated,No,Detached,0.15,3245.0,2275.0,970.0,4.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Asbestos,Brick",63.0,104.0,6534,0.15,1960,270000.0,5.0,-1.4643826297621407,-3.2345853082611966,0.09045561143948734,1
DENC523684,249900.0,19804,RICHARDSON PARK,Red Clay Consolidated,No,Detached,0.12,1100.0,1100.0,0.0,3.0,2.0,2.0,One,Bungalow,Main,Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,No,"Concrete,Frame",50.0,100.0,5227,0.12,1935,270000.0,2.0,-3.4190907792645224,-2.2442198900729307,0.41551353838491195,1
DENC522700,269900.0,19804,KIAMENSI HEIGHTS,Red Clay Consolidated,No,Detached,0.15,1100.0,1100.0,0.0,3.0,2.0,1.0,One,Rancher,Main,Yes,CentralAC,"Electric,Oil",HeatPumps,Electric,Public,PublicSewer,Yes,No,Brick,64.3,100.1,6534,0.15,1958,270000.0,11.0,-2.852002454210555,-2.946935926004461,0.5341760792958512,1
DENC521088,267500.0,19804,MANETTE HEIGHTS,Red Clay Consolidated,No,Detached,0.25,1175.0,1175.0,0.0,3.0,2.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,Brick,100.7,103.0,10890,0.25,1960,270000.0,5.0,-3.181388001212614,-2.7461436561654704,1.2589406736154722,1
DENC504380,265000.0,19804,ROSEMONT,Red Clay Consolidated,No,Detached,0.3,1375.0,1375.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,BrickVeneer,VinylSiding",65.0,207.1,13068,0.3,1941,270000.0,8.0,-0.9839543717730855,-0.7755126268148287,0.5779088454948943,1
DENC502600,269900.0,19804,PARK LANE,Red Clay Consolidated,Yes,Detached,0.16,2377.0,1825.0,552.0,4.0,2.0,2.0,Two,"Bilevel,Rancher","Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,"NaturalGas,Tankless",Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",70.0,99.0,6970,0.16,1990,272000.0,2.0,0.911421919924142,-0.5936877860253161,-1.3453941756764358,0
DENC508620,269000.0,19804,BELLEMOOR,Red Clay Consolidated,No,Detached,0.15,1993.0,1588.0,405.0,4.0,1.0,1.0,OneandaHalf,CapeCod,"Lower1,Main,Upper1",No,"CeilingFans,WindowUnits",NaturalGas,BaseboardHotWater,NaturalGas,Public,PublicSewer,Yes,Yes,"Block,VinylSiding",65.7,100.0,6534,0.15,1951,272500.0,4.0,-2.602917603470667,0.4338719022798832,5.637054982168483,2
DENC520572,285000.0,19804,ELMHURST,Red Clay Consolidated,No,Detached,0.1,2400.0,2400.0,0.0,4.0,2.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Stucco,50.0,90.0,4356,0.1,1930,275000.0,34.0,-0.8647420382105835,0.3863110699825729,0.40750844416557064,3
DENC517460,275000.0,19804,WESTVIEW,Red Clay Consolidated,No,Detached,0.17,2450.0,2450.0,0.0,4.0,3.0,3.0,Two,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",63.0,120.0,7405,0.17,1930,275000.0,78.0,0.1963520920032159,0.23851820333152857,0.9737318785082048,3
DENC508458,240000.0,19804,RICHARDSON PARK,Red Clay Consolidated,No,Detached,0.17,2200.0,2200.0,0.0,2.0,4.0,4.0,Two,Mediterranean,"Lower1,Main,Upper1",Yes,CentralAC,"NaturalGas,Oil",BaseboardHotWater,"Electric,NaturalGas",Public,PublicSewer,Yes,Yes,"Brick,Concrete",75.0,100.0,7405,0.17,1923,275000.0,6.0,0.12910770820426423,0.45002289014288904,0.202492659776212,3
DENC505016,274900.0,19804,BELVEDERE,Red Clay Consolidated,No,Detached,0.33,1650.0,1650.0,0.0,3.0,2.0,2.0,Two,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",0.0,0.0,14375,0.33,2004,275000.0,4.0,-0.8241673563764629,0.10070840274525072,-0.7400335930149576,3
DENC522934,274900.0,19804,ROSEMONT,Red Clay Consolidated,No,Detached,0.16,2100.0,2100.0,0.0,5.0,2.0,2.0,Two,Rancher,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,53.2,110.4,6970,0.16,1955,276500.0,4.0,-1.3519544721815318,-0.9063583612067777,0.6527697812433646,1
DENC520190,252900.0,19804,BOXWOOD,Red Clay Consolidated,No,Detached,0.19,1700.0,1700.0,0.0,3.0,2.0,2.0,Two,Colonial,"Lower1,Main,Upper1",No,WindowUnits,NaturalGas,"BaseboardHotWater,Radiator",NaturalGas,Public,PublicSewer,Yes,Yes,Brick,65.0,125.0,8276,0.19,1958,276500.0,5.0,-2.3230015603140495,2.615820331510668,5.820684103765207,2
DENC521514,275000.0,19804,MANETTE HEIGHTS,Red Clay Consolidated,Yes,Detached,0.16,1764.0,1176.0,588.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,68.0,105.0,6970,0.16,1960,280000.0,6.0,-1.9960898498871056,-2.6691422369374274,-0.3270243987801183,1
DENC2000000,299900.0,19804,LYNDALIA,Red Clay Consolidated,No,Detached,0.17,2175.0,2175.0,0.0,5.0,2.0,2.0,OneandaHalf,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick",75.0,100.0,7405,0.17,1940,280000.0,4.0,0.12137387629156189,-0.4247498765307274,1.0583179259200042,1
DENC509132,260000.0,19804,MIDDLEBORO MANOR,Red Clay Consolidated,No,Detached,0.2,1800.0,1800.0,0.0,3.0,2.0,1.0,Two,SplitLevel,"Lower1,Upper1",Yes,CentralAC,Oil,BaseboardHotWater,Oil,Public,PublicSewer,Yes,Yes,"AluminumSiding,BrickFront",93.9,118.8,8712,0.2,1957,280000.0,8.0,-0.6510427738002815,-0.9699765422307282,2.766556988289324,1
DENC500112,279900.0,19804,WOODCREST,Red Clay Consolidated,No,Detached,0.12,1600.0,1600.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,VinylSiding,50.0,105.0,5227,0.12,1999,280000.0,3.0,-0.896681277861298,-0.16261099066283363,-0.13044362898705375,1
DENC2000080,270000.0,19804,MANETTE HEIGHTS,Red Clay Consolidated,Yes,Detached,0.16,1532.0,1225.0,307.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSeptic,Yes,No,Brick,66.0,105.0,6970,0.16,1961,282500.0,5.0,-1.5492054493291387,-2.737473438557414,0.06956163887653556,1
DENC517326,275000.0,19804,MANETTE HEIGHTS,Red Clay Consolidated,No,Detached,0.23,1724.0,1425.0,299.0,3.0,3.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSeptic,Yes,No,Brick,65.0,143.7,10019,0.23,1962,285000.0,15.0,-1.788817015459268,-2.903326135851534,0.7705816123286029,1
DENC506202,284900.0,19804,TUXEDO PARK,Red Clay Consolidated,No,Detached,0.14,0.0,0.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,No,No,VinylSiding,0.0,0.0,6098,0.14,2021,285000.0,123.0,-3.0685677396745565,-0.6407437275631501,-0.7122682025723628,1
DENC504028,269999.0,19804,ELMHURST,Red Clay Consolidated,No,Detached,0.21,2125.0,2125.0,0.0,5.0,3.0,2.0,Two,CapeCod,"Main,Upper1",Yes,"CentralAC,WindowUnits",NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Asbestos,75.0,120.0,9147,0.21,1930,285000.0,8.0,-1.0978112814646783,-0.14176563688363372,1.8746355152340788,1
DENC524970,269900.0,19804,BESTFIELD,Red Clay Consolidated,No,Detached,0.26,3025.0,2175.0,850.0,3.0,2.0,1.0,Two,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",64.9,136.8,11326,0.26,1956,285913.0,5.0,-0.31248907117346525,-0.815305105515422,-0.127981176473687,1
DENC510402,262000.0,19804,LYNDALIA,Red Clay Consolidated,No,Detached,0.24,2300.0,2300.0,0.0,5.0,4.0,3.0,OneandaHalf,CapeCod,"Lower1,Main,Upper1,Upper2",No,WindowUnits,NaturalGas,BaseboardHotWater,NaturalGas,Public,PublicSeptic,Yes,Yes,"AluminumSiding,Brick,CopperPlumbing,GalvanizedPlumbing,StickBuilt,VinylSiding",70.0,150.0,10454,0.24,1948,286000.0,4.0,0.07961052534159,1.4450349078410487,7.126412423967424,2
DENC521676,275000.0,19804,MIDDLEBORO MANOR,Red Clay Consolidated,No,Detached,0.19,2131.0,1600.0,531.0,3.0,2.0,1.0,Two,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,Oil,HotWater,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",65.0,120.5,8276,0.19,1956,287000.0,4.0,-0.2862290268346304,-0.3379458625013202,1.408090036666973,1
DENC509430,289900.0,19804,MIDDLEBORO EAST,Red Clay Consolidated,No,Detached,0.18,3790.0,2850.0,940.0,3.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,VinylSiding",60.0,125.8,7841,0.18,1969,289900.0,9.0,0.2142497598121435,-0.0516874918596237,-0.21104248427812136,3
DENC502988,289900.0,19804,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.26,2948.0,1800.0,1148.0,5.0,2.0,2.0,Two,Bilevel,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Asbestos,Brick,VinylSiding",76.0,151.2,11325,0.26,1974,289900.0,6.0,1.0703829494582568,-1.6663945181405335,0.33635731069456104,1
DENC509938,269900.0,19804,ROLLING HILLS,Red Clay Consolidated,No,Detached,0.18,2887.0,1975.0,912.0,4.0,2.0,2.0,Two,Bilevel,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Other,Public,PublicSewer,Yes,No,VinylSiding,70.0,110.0,7840,0.18,1956,290000.0,19.0,-0.4650246897420576,-0.9480172321632536,0.14867289967912412,1
DENC506870,279000.0,19804,NEWPORT,Red Clay Consolidated,No,Detached,0.26,2330.0,1675.0,655.0,4.0,3.0,2.0,Two,SplitLevel,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",76.0,151.2,11326,0.26,1974,291000.0,4.0,0.6434408001456953,-0.6881781523766304,-0.09502975165295706,1
DENC506048,295000.0,19804,KEYSTONE,Red Clay Consolidated,No,Detached,0.18,2000.0,2000.0,0.0,3.0,2.0,2.0,Two,SplitLevel,"Lower1,Upper1",Yes,CentralAC,NaturalGas,HotWater,Other,Public,PublicSewer,Yes,Yes,"Brick,CopperPlumbing",89.8,88.0,7841,0.18,1954,295000.0,12.0,-0.206861422200914,-0.1362155001693141,1.7444141700721547,1
DENC511516,280000.0,19804,ELMHURST,Red Clay Consolidated,No,Detached,0.11,1850.0,1850.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,"Central,ForcedAir",Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",0.0,0.0,4792,0.11,2007,299000.0,9.0,-0.6206264378625489,0.5738543237716162,-0.7675296226311203,3
DENC512570,289900.0,19804,LYNFORD,Red Clay Consolidated,No,Detached,0.15,2100.0,1300.0,800.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Private,PublicSewer,Yes,Yes,Brick,80.0,83.7,6534,0.15,1961,300000.0,5.0,-0.7029528528858074,-3.295756215631525,0.9376451608942493,1
DENC523348,305000.0,19804,BELLEMOOR,Red Clay Consolidated,No,Detached,0.13,2000.0,2000.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",0.0,0.0,5662,0.13,2014,315000.0,2.0,-0.645784643138325,1.0516220040152637,-0.39117445649591376,3
DENC502614,325000.0,19804,GLEN BERNE ESTATES,Red Clay Consolidated,No,Detached,0.49,2800.0,2100.0,700.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,Oil,BaseboardHotWater,Electric,Public,PublicSewer,Yes,Yes,Stone,0.0,0.0,21344,0.49,1955,315000.0,33.0,-0.2701602104838954,-2.5842699962040188,1.6816588378924355,1
DENC519320,319900.0,19804,IDELLA,Red Clay Consolidated,No,Detached,0.38,2025.0,2025.0,0.0,4.0,4.0,3.0,Three,Colonial,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Stucco,115.7,142.1,16552,0.38,1925,319900.0,1.0,1.5222459071115952,0.993538976154046,0.5214794570153578,0
DENC500632,350000.0,19804,ASHLEY,Red Clay Consolidated,No,Detached,0.35,1525.0,1525.0,0.0,4.0,2.0,2.0,Two,CapeCod,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,EnergyStarHeatingSystem,NaturalGas,Public,PublicSewer,Yes,Yes,Stucco,100.0,107.0,10454,0.24,1928,320000.0,12.0,-0.058253149144254834,-0.07930905813845938,1.0317252971335789,1
DENC2001896,205000.0,19804,WESTVIEW,Red Clay Consolidated,No,Detached,0.19,1680.0,1400.0,280.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Private,PublicSewer,Yes,No,Brick,68.9,100.0,8276,0.19,1962,205000.0,13.0,-2.047202829923747,-3.478617826182497,1.1871321536265023,1
DENC2009130,225000.0,19804,NEWPORT HEIGHTS,Red Clay Consolidated,No,Interior Row/Townhouse,0.05,1670.0,1250.0,420.0,3.0,2.0,2.0,Two,Colonial,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,21.0,115.0,2178,0.05,1953,220000.0,3.0,-2.764870409917171,0.28813455834714197,-0.3355569882369111,3
DENC2019720,239900.0,19804,NEWPORT HEIGHTS,Red Clay Consolidated,No,End of Row/Townhouse,0.08,1250.0,1250.0,0.0,3.0,2.0,2.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,31.6,115.0,3485,0.08,1953,226000.0,7.0,-2.9756333410458145,1.5636322805051561,-0.5404620725555711,3
DENC2015388,194999.0,19804,WESTFIELD,Red Clay Consolidated,No,Detached,0.32,950.0,950.0,0.0,2.0,1.0,1.0,Two,CapeCod,Main,No,None,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Frame,75.0,247.8,13939,0.32,1935,200000.0,7.0,-3.163796615743857,-0.7639142809433188,4.7480071346102015,2
DENC2012656,199000.0,19804,PLEASANT HILLS,Red Clay Consolidated,No,Twin/Semi-Detached,0.08,1911.0,1175.0,736.0,3.0,2.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,34.9,100.0,3485,0.08,1944,200000.0,5.0,-2.683435007626591,1.2404131865458232,-0.0967321790147372,3
DENC2004566,194900.0,19804,PARK LANE,Red Clay Consolidated,Yes,Twin/Semi-Detached,0.05,1325.0,1325.0,0.0,2.0,3.0,2.0,Two,Other,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,VinylSiding",21.8,114.8,2178,0.05,1990,200000.0,4.0,-2.2892665002108323,2.1335774551286444,-2.327458872241378,3
DENC2008010,195000.0,19804,SILVIEW,Red Clay Consolidated,No,Other,0.17,825.0,825.0,0.0,2.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,Oil,HotWater,Electric,Public,PublicSewer,No,No,"AluminumSiding,VinylSiding",75.0,100.0,7405,0.17,1963,202000.0,5.0,-5.335326402667568,-3.7089882360830235,0.580947454886382,1
DENC2005636,245000.0,19804,TUXEDO PARK,Red Clay Consolidated,No,Detached,0.29,1975.0,1975.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1,Upper2",No,None,Oil,Radiator,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,ShingleSiding,VinylSiding,WoodSiding",75.0,166.0,12632,0.29,1940,205000.0,47.0,-2.587243591495499,2.0071985814295723,7.27839215492561,2
DENC2017602,194500.0,19804,PLEASANT HILLS,Red Clay Consolidated,No,Twin/Semi-Detached,0.07,875.0,875.0,0.0,2.0,1.0,1.0,Two,Other,Main,Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",32.5,100.0,3049,0.07,1944,207000.0,7.0,-3.6910320971695523,0.7203312395541936,-0.2626995087425768,3
DENC2021964,200000.0,19804,BELLEMOOR,Red Clay Consolidated,No,Detached,0.12,950.0,950.0,0.0,3.0,2.0,1.0,OneandaHalf,Bungalow,"Lower1,Main,Upper1",No,WindowUnits,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,Other,50.0,100.0,5227,0.12,1928,210000.0,6.0,-4.879695846485203,0.6925778045870545,5.197101352528049,2
DENC2009960,204900.0,19804,RICHARDSON PARK,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1575.0,1575.0,0.0,3.0,2.0,1.0,Two,Colonial,"Lower1,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,Electric,Public,PublicSewer,No,No,Brick,18.0,101.8,1742,0.04,1963,210000.0,8.0,-3.5731628417455443,0.4133196869751386,-0.8000499166126638,3
DENC2009906,210000.0,19804,WESTVIEW,Red Clay Consolidated,No,Detached,0.14,950.0,950.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,No,"AluminumSiding,Stucco",60.0,100.0,6098,0.14,1954,210000.0,8.0,-4.129198956260677,-4.365625168899996,0.41319094686848035,1
DENC2004830,205000.0,19804,GORDY ESTATES,Red Clay Consolidated,Yes,Detached,0.15,1125.0,1125.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,Other,Other,Public,PublicSewer,Yes,Yes,"Asbestos,VinylSiding",60.0,101.3,6534,0.15,1950,210000.0,7.0,-2.6988763051910207,-3.5733320287239025,0.09123829004598152,1
DENC2001280,200000.0,19804,NEWPORT HEIGHTS,Red Clay Consolidated,No,Detached,0.13,825.0,825.0,0.0,2.0,2.0,2.0,One,Bungalow,"Lower1,Main",Yes,CentralAC,Oil,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,93.6,60.0,5663,0.13,1940,210000.0,5.0,-2.8539238945218295,-2.2452928047914607,0.6668694324072058,1
DENC523598,225000.0,19804,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.16,1175.0,1175.0,0.0,3.0,1.0,1.0,OneandaHalf,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Stucco,50.0,139.0,6969,0.16,1920,210000.0,45.0,-1.8460715099198854,-0.970916966507965,1.2263096275153729,1
DENC2015070,199900.0,19804,PARK LANE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1300.0,1300.0,0.0,2.0,3.0,2.0,Two,Traditional,Main,Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,VinylSiding",21.8,114.8,2178,0.05,1990,211000.0,6.0,-2.4179972456843255,1.5546192441177893,-2.986482646524085,3
DENC2022372,207900.0,19804,PLEASANT HILLS,Red Clay Consolidated,No,Twin/Semi-Detached,0.08,875.0,875.0,0.0,2.0,1.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,32.5,100.0,3485,0.08,1944,212000.0,10.0,-4.120157297820939,1.0632858096395208,0.11002797484652102,3
DENC2005174,210000.0,19804,KIAMENSI HEIGHTS,Red Clay Consolidated,No,Detached,0.2,2167.0,1625.0,542.0,3.0,1.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,59.0,142.4,8712,0.2,1958,212000.0,5.0,-2.6481917236676162,-3.5846024674257158,0.94678202280784,1
DENC2000600,225000.0,19804,NEWPORT,Red Clay Consolidated,No,Detached,0.09,825.0,825.0,0.0,2.0,1.0,1.0,One,Bungalow,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,No,No,Frame,30.0,127.0,3920,0.09,1910,213000.0,61.0,-4.753174897177739,-3.249246263463475,0.08874049073021202,1
DENC2000788,220000.0,19804,ELMHURST,Red Clay Consolidated,No,Detached,0.11,2197.0,1525.0,672.0,4.0,1.0,1.0,OneandaHalf,CapeCod,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"StickBuilt,VinylSiding",50.0,100.0,4791,0.11,1940,213900.0,36.0,-1.9538201722454165,-1.017872001474021,0.9445794837886862,1
DENC2015034,199900.0,19804,ASHLEY,Red Clay Consolidated,No,Detached,0.1,975.0,975.0,0.0,2.0,1.0,1.0,One,Bungalow,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Frame,35.0,150.0,4356,0.1,1927,214200.0,27.0,-3.160006488891849,-2.61125767588668,1.0501416187840107,1
DENC2020346,219900.0,19804,RICHARDSON PARK,Red Clay Consolidated,No,Detached,0.08,3450.0,2300.0,1150.0,3.0,1.0,1.0,One,Rancher,Main,No,None,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Concrete,Frame",37.6,100.0,3485,0.08,1920,215000.0,18.0,-3.9147931239029865,-1.778478425080245,4.473088984692045,2
DENC2014860,199900.0,19804,ELMHURST,Red Clay Consolidated,No,Detached,0.09,1790.0,1350.0,440.0,2.0,1.0,1.0,OneandaHalf,CapeCod,Main,Yes,CentralAC,NaturalGas,Central,NaturalGas,Public,PublicSewer,Yes,Yes,Asbestos,50.0,80.0,3920,0.09,1940,215000.0,8.0,-2.9891360165377505,-2.023521752320947,0.8509986079803665,1
DENC526868,215000.0,19804,WINDERMERE,Red Clay Consolidated,No,Detached,0.2,1250.0,1250.0,0.0,3.0,2.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Frame,88.6,100.0,8712,0.2,1957,215000.0,1.0,-3.1522126599473292,-3.2990093484228944,0.2434743709868835,1
DENC526094,199500.0,19804,NEWPORT HEIGHTS,Red Clay Consolidated,No,End of Row/Townhouse,0.12,1770.0,1325.0,445.0,3.0,2.0,2.0,ThreeandaHalf,SplitLevel,"Main,Upper1",Yes,CentralAC,NaturalGas,"Central,ForcedAir",NaturalGas,Public,PublicSewer,Yes,No,Brick,42.7,115.0,5227,0.12,1953,215000.0,6.0,-2.7027729953339286,0.9335685653929526,-0.5337466590026367,3
DENC525238,225000.0,19804,ELMHURST,Red Clay Consolidated,No,Detached,0.12,1025.0,1025.0,0.0,2.0,1.0,1.0,One,Bungalow,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,"PublicSeptic,PublicSewer",Yes,Yes,Frame,50.0,100.0,5227,0.12,1950,215000.0,26.0,-3.0122816550772886,-2.5584524866572314,0.8932268811520826,1
DENC526112,219000.0,19804,WESTVIEW,Red Clay Consolidated,No,Detached,0.14,1925.0,1925.0,0.0,3.0,2.0,2.0,One,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSeptic,No,No,VinylSiding,60.0,100.0,6098,0.14,1954,219000.0,19.0,-2.3633674865075394,-2.6322630024326568,0.3504014582348348,1
