,MLSNumber,Days_on_Market,Orig_List_Price,Month,Year,Zip_Code,SchoolDistrict,AnnualTax,LotAcres,SubdivisionNeighborhood,Municipality,Lot,OwnerOccupied,TotalLandAsmt,TotalBldgAsmt,PropertyClass,YearBuilt,Bedrooms,Baths,Basement_YN,Garage_YN,AboveGradeSqFt,BelowGradeSqFt,Condo/Coop_Assoc_YN,Central_Air_YN,HOA_YN,Age,Ownership,Structure_Type,InteriorSqFt,NumberofStories,DaysOnMarket_Buckets,Predicted_DOM
4085,DENC511350,3.0,280000.0,10,2020,19711,Christina,2496,0.44,Delaplane Manor,Mill Creek Hundred,25,True,10900,49500,Residential,1942.0,3.0,2.0,Yes,Yes,2025.0,0.0,No,Yes,No,1942.0,FeeSimple,Detached,2025.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4086,DENC508120,3.0,269900.0,8,2020,19711,Christina,3206,0.24,Brookhaven,White Clay Creek Hundred,97,True,11000,66600,Residential,1962.0,4.0,2.0,Yes,No,3400.0,268.0,No,Yes,No,1962.0,FeeSimple,Detached,3668.0,Main,Less than 2 months,Less than 2 months
4087,DENC518842,6.0,259900.0,1,2021,19711,Christina,3033,0.14,Drummond Ridge,Mill Creek Hundred,125,True,12000,61400,Residential,1982.0,3.0,3.0,Yes,Yes,1875.0,190.0,No,Yes,No,1982.0,FeeSimple,End of Row/Townhouse,2065.0,"Main,Upper1",Less than 2 months,Less than 2 months
4088,DENC500386,5.0,269000.0,4,2020,19711,Christina,3011,0.21,Nottingham Green,Newark City,274,True,16200,53000,Residential,1963.0,5.0,3.0,Yes,Yes,2375.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,2375.0,"Main,Upper1",Less than 2 months,Less than 2 months
4089,DENC513088,6.0,285000.0,11,2020,19711,Christina,2153,0.18,Sycamore Gardens,Mill Creek Hundred,12,True,10100,42000,Residential,1957.0,4.0,2.0,Yes,No,1425.0,0.0,No,Yes,No,1957.0,FeeSimple,Detached,1425.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4090,DENC499548,17.0,282500.0,4,2020,19711,Christina,2558,0.16,Sycamore Gardens,Mill Creek Hundred,203,True,10500,51400,Residential,1963.0,4.0,2.0,Yes,Yes,1925.0,756.0,No,Yes,No,1963.0,FeeSimple,Detached,2681.0,"Lower1,Main",Less than 2 months,Less than 2 months
4091,DENC506248,5.0,274900.0,7,2020,19711,Christina,3211,0.23,Stafford,Newark City,128,True,13700,60100,Residential,1988.0,3.0,3.0,Yes,Yes,1900.0,0.0,No,Yes,No,1988.0,FeeSimple,Detached,1900.0,"Main,Upper1",Less than 2 months,Less than 2 months
4092,DENC501900,17.0,299000.0,5,2020,19711,Christina,2889,0.22,Elan,Newark City,44,True,14200,52200,Residential,1972.0,5.0,3.0,Yes,Yes,2150.0,924.0,No,Yes,No,1972.0,FeeSimple,Detached,3074.0,"Lower1,Main",Less than 2 months,Less than 2 months
4093,DENC522708,3.0,269900.0,3,2021,19711,Christina,2438,0.21,Roseville Park,Mill Creek Hundred,88,True,9500,49500,Residential,1950.0,3.0,1.0,Yes,Yes,1700.0,0.0,No,Yes,No,1950.0,FeeSimple,Detached,1700.0,Main,Less than 2 months,Less than 2 months
4094,DENC521380,10.0,294900.0,2,2021,19711,Christina,2339,0.25,Windy Hills,White Clay Creek Hundred,18,True,12300,44300,Residential,1957.0,3.0,2.0,Yes,Yes,1550.0,520.0,No,Yes,No,1957.0,FeeSimple,Detached,2070.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4095,DENC519866,3.0,264900.0,1,2021,19711,Christina,3264,0.07,Linden Way,Mill Creek Hundred,259,True,11300,67700,Residential,2000.0,2.0,3.0,Yes,No,1975.0,360.0,No,Yes,Yes,2000.0,FeeSimple,End of Row/Townhouse,2335.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4096,DENC519764,7.0,272500.0,1,2021,19711,Christina,2446,0.15,Windy Hills,White Clay Creek Hundred,53,True,11100,48100,Residential,1964.0,3.0,2.0,Yes,Yes,1650.0,644.0,No,Yes,No,1964.0,FeeSimple,Detached,2294.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4097,DENC507332,3.0,285000.0,8,2020,19711,Christina,2334,0.2,Harmony Hills,White Clay Creek Hundred,178,False,8700,47800,Residential,1962.0,5.0,3.0,Yes,No,2350.0,854.0,No,Yes,No,1962.0,FeeSimple,Detached,3204.0,"Lower1,Main",Less than 2 months,Less than 2 months
4098,DENC506730,5.0,283900.0,8,2020,19711,Christina,3194,0.21,Stafford,Newark City,155,True,13500,59900,Residential,1987.0,3.0,3.0,Yes,No,1900.0,600.0,No,Yes,No,1987.0,FeeSimple,Detached,2500.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4099,DENC503436,13.0,290000.0,6,2020,19711,Red Clay Consolidated,3232,0.1,The Ridge,Mill Creek Hundred,147,True,25200,72800,Residential,1991.0,2.0,2.0,Yes,Yes,2400.0,536.0,No,Yes,Yes,1991.0,FeeSimple,End of Row/Townhouse,2936.0,"Lower1,Main,Upper1",Less than 2 months,More than 2 months
4100,DENC504684,4.0,284500.0,7,2020,19711,Christina,2553,0.21,Sycamore Gardens,Mill Creek Hundred,101,True,10800,51000,Residential,1965.0,4.0,2.0,Yes,Yes,1850.0,238.0,No,Yes,No,1965.0,FeeSimple,Detached,2088.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4101,DENC519250,3.0,286500.0,1,2021,19711,Red Clay Consolidated,1943,0.18,Meadowood,Mill Creek Hundred,141,True,11300,47600,Residential,1960.0,3.0,2.0,Yes,Yes,1675.0,0.0,No,Yes,No,1960.0,FeeSimple,Detached,1675.0,Main,Less than 2 months,Less than 2 months
4102,DENC512202,23.0,290000.0,10,2020,19711,Christina,3372,0.36,Elan,Newark City,45,True,15500,62000,Residential,1972.0,3.0,2.0,Yes,Yes,1650.0,500.0,No,Yes,No,1972.0,FeeSimple,Detached,2150.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4103,DENC517490,4.0,289900.0,12,2020,19711,Christina,2491,0.2,Stafford,White Clay Creek Hundred,173,False,13500,46800,Residential,1989.0,3.0,2.0,Yes,Yes,1450.0,0.0,No,Yes,No,1989.0,FeeSimple,Detached,1450.0,Main,Less than 2 months,Less than 2 months
4104,DENC525088,4.0,279900.0,4,2021,19711,Christina,2206,0.06,Green Valley,Mill Creek Hundred,188,True,9900,43500,Residential,1980.0,3.0,3.0,Yes,Yes,1650.0,300.0,No,Yes,No,1980.0,FeeSimple,Interior Row/Townhouse,1950.0,Main,Less than 2 months,More than 2 months
4105,DENC522626,5.0,245000.0,3,2021,19711,Christina,2789,0.15,Westfield,Newark City,25,True,11900,52200,Residential,1981.0,3.0,2.0,Yes,Yes,1400.0,0.0,No,Yes,No,1981.0,FeeSimple,Detached,1400.0,"Main,Upper1",Less than 2 months,Less than 2 months
4106,DENC504800,11.0,290000.0,7,2020,19711,Christina,2541,0.24,Devon Place,Newark City,273,True,13300,45100,Residential,1963.0,4.0,2.0,Yes,No,1675.0,560.0,No,Yes,No,1963.0,FeeSimple,Detached,2235.0,"Lower1,Main",Less than 2 months,Less than 2 months
4107,DENC504124,5.0,285000.0,7,2020,19711,Christina,3011,0.31,Devon,Newark City,94,True,18100,51100,Residential,1969.0,3.0,2.0,Yes,No,1176.0,375.0,No,Yes,No,1969.0,FeeSimple,Detached,1551.0,Main,Less than 2 months,Less than 2 months
4108,DENC493346,14.0,299900.0,4,2020,19711,Christina,4095,0.41,Fairfield,Newark City,66,True,13800,80300,Residential,1965.0,4.0,3.0,Yes,Yes,2600.0,0.0,No,Yes,No,1965.0,FeeSimple,Detached,2600.0,"Main,Upper1",Less than 2 months,Less than 2 months
4109,DENC504972,2.0,285000.0,7,2020,19711,Christina,2341,0.17,Binns,Newark City,46,True,9900,43900,Residential,1953.0,4.0,2.0,Yes,No,1825.0,459.0,No,Yes,No,1953.0,FeeSimple,Detached,2284.0,"Main,Upper1",Less than 2 months,Less than 2 months
4110,DENC509236,4.0,269999.0,9,2020,19711,Christina,2793,0.22,Devon,Newark City,26,True,17300,46900,Residential,1971.0,4.0,2.0,Yes,Yes,1950.0,640.0,No,Yes,No,1971.0,FeeSimple,Detached,2590.0,Main,Less than 2 months,Less than 2 months
4111,DENC508966,19.0,299900.0,9,2020,19711,Christina,3055,0.22,Fairfield Crest,Newark City,95,True,12700,57500,Residential,1961.0,4.0,2.0,Yes,Yes,1975.0,0.0,No,Yes,No,1961.0,FeeSimple,Detached,1975.0,"Main,Upper1",Less than 2 months,Less than 2 months
4112,DENC501144,11.0,294500.0,5,2020,19711,Christina,3281,0.32,Chapel Hill,Mill Creek Hundred,66,True,15600,63800,Residential,1967.0,4.0,3.0,Yes,Yes,1700.0,0.0,No,Yes,No,1967.0,FeeSimple,Detached,1700.0,Main,Less than 2 months,Less than 2 months
4113,DENC521108,4.0,285000.0,2,2021,19711,Christina,3471,0.05,Linden Way,Mill Creek Hundred,239,True,10900,73100,Residential,1997.0,3.0,4.0,Yes,Yes,2000.0,800.0,No,Yes,Yes,1997.0,FeeSimple,Interior Row/Townhouse,2800.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4114,DENC512304,4.0,290000.0,11,2020,19711,Christina,2485,0.17,Binns,Newark City,65,True,9900,47200,Residential,1953.0,4.0,2.0,Yes,No,2225.0,586.0,No,Yes,No,1953.0,FeeSimple,Detached,2811.0,"Main,Upper1",Less than 2 months,Less than 2 months
4115,DENC511670,5.0,289900.0,10,2020,19711,Red Clay Consolidated,3028,0.09,The Ridge,Mill Creek Hundred,140,True,24800,67000,Residential,1989.0,3.0,3.0,Yes,Yes,1350.0,0.0,No,Yes,Yes,1989.0,FeeSimple,Interior Row/Townhouse,1350.0,"Lower1,Main,Upper1",Less than 2 months,More than 2 months
4116,DENC504180,3.0,285000.0,6,2020,19711,Red Clay Consolidated,2437,0.25,Meadowood,Mill Creek Hundred,66,True,11800,62100,Residential,1960.0,3.0,3.0,Yes,Yes,1725.0,700.0,No,Yes,Yes,1960.0,FeeSimple,Detached,2425.0,"Lower1,Main",Less than 2 months,Less than 2 months
4117,DENC503834,3.0,295000.0,6,2020,19711,Christina,2574,0.23,Meeting House Hill,Mill Creek Hundred,163,True,12300,50000,Residential,1968.0,3.0,2.0,Yes,Yes,1825.0,780.0,No,Yes,Yes,1968.0,FeeSimple,Detached,2605.0,"Lower1,Main",Less than 2 months,Less than 2 months
4118,DENC503810,4.0,289000.0,6,2020,19711,Red Clay Consolidated,2190,0.27,The Ridge,Mill Creek Hundred,190,True,26300,72100,Residential,1989.0,3.0,3.0,Yes,Yes,1575.0,0.0,No,Yes,Yes,1990.0,FeeSimple,End of Row/Townhouse,1575.0,"Main,Upper1",Less than 2 months,Less than 2 months
4119,DENC501964,4.0,279900.0,5,2020,19711,Christina,2863,0.26,Fairfield Crest,Newark City,53,True,12900,52900,Residential,1961.0,4.0,2.0,Yes,Yes,1675.0,0.0,No,Yes,No,1961.0,FeeSimple,Detached,1675.0,"Main,Upper1",Less than 2 months,Less than 2 months
4120,DENC500408,19.0,284900.0,4,2020,19711,Red Clay Consolidated,3222,0.11,The Ridge,Mill Creek Hundred,205,True,25700,72000,Residential,1989.0,3.0,3.0,Yes,Yes,1575.0,0.0,No,Yes,Yes,1989.0,FeeSimple,Detached,1575.0,"Main,Upper1",Less than 2 months,More than 2 months
4121,DENC498012,89.0,294900.0,3,2020,19711,Christina,2824,0.19,Cherry Hill,Newark City,131,True,12300,52600,Residential,1964.0,4.0,2.0,Yes,No,1900.0,780.0,No,Yes,No,1964.0,FeeSimple,Detached,2680.0,"Lower1,Lower2,Main",More than 2 months,Less than 2 months
4122,DENC524010,10.0,299900.0,4,2021,19711,Christina,2843,0.32,Deacons Walk,Mill Creek Hundred,10,True,15200,53600,Residential,1971.0,4.0,2.0,Yes,Yes,0.0,0.0,No,Yes,No,1971.0,FeeSimple,Detached,0.0,"Main,Upper1",Less than 2 months,Less than 2 months
4123,DENC523144,4.0,285000.0,3,2021,19711,Christina,2144,0.24,Brookhaven,White Clay Creek Hundred,7,True,11000,40900,Residential,1961.0,3.0,2.0,Yes,Yes,1550.0,520.0,No,Yes,No,1961.0,FeeSimple,Detached,2070.0,"Lower1,Main",Less than 2 months,Less than 2 months
4124,DENC510100,1.0,299900.0,9,2020,19711,Christina,3400,0.24,Chapel Hill,Mill Creek Hundred,35,True,15100,67200,Residential,1967.0,4.0,3.0,Yes,Yes,1950.0,0.0,No,Yes,No,1967.0,FeeSimple,Detached,1950.0,Main,Less than 2 months,Less than 2 months
4125,DENC524082,7.0,285000.0,4,2021,19711,Christina,2737,0.25,Fairfield Crest,Newark City,27,True,12900,50000,Residential,1960.0,3.0,2.0,Yes,Yes,0.0,1144.0,No,Yes,No,1960.0,FeeSimple,Detached,1144.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4126,DENC521924,10.0,289900.0,3,2021,19711,Christina,3541,0.05,Linden Way,Mill Creek Hundred,238,False,10900,74800,Residential,1996.0,3.0,3.0,Yes,Yes,2000.0,0.0,No,Yes,Yes,1996.0,FeeSimple,Interior Row/Townhouse,2000.0,"Lower1,Main,Upper1,Upper2",Less than 2 months,More than 2 months
4127,DENC521860,7.0,319900.0,3,2021,19711,Christina,3396,0.06,Linden Way,Mill Creek Hundred,226,True,11100,71100,Residential,1998.0,4.0,4.0,Yes,Yes,1800.0,0.0,No,Yes,Yes,1998.0,FeeSimple,Interior Row/Townhouse,1800.0,"Lower1,Main,Upper1,Upper2",Less than 2 months,Less than 2 months
4128,DENC519622,1.0,300000.0,1,2021,19711,Red Clay Consolidated,2240,0.24,Meadowood,Mill Creek Hundred,328,True,11200,56700,Residential,1960.0,4.0,2.0,Yes,Yes,1875.0,0.0,No,Yes,No,1960.0,FeeSimple,Detached,1875.0,"Main,Upper1",Less than 2 months,Less than 2 months
4129,DENC512334,5.0,315000.0,11,2020,19711,Christina,2798,0.26,Lumbrook,Newark City,54,True,11100,53200,Residential,1951.0,3.0,2.0,Yes,Yes,1775.0,0.0,No,Yes,No,1951.0,FeeSimple,Detached,1775.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4130,DENC507506,5.0,289900.0,8,2020,19711,Christina,2665,0.2,Sycamore Gardens,Mill Creek Hundred,22,True,11300,53200,Residential,1963.0,4.0,2.0,Yes,No,1900.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,1900.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4131,DENC505404,17.0,299000.0,7,2020,19711,Christina,2841,0.23,Woodmere,Newark City,25,True,13700,51600,Residential,1968.0,3.0,2.0,Yes,Yes,1650.0,322.0,No,Yes,No,1968.0,FeeSimple,Detached,1972.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4132,DENC500584,47.0,310000.0,5,2020,19711,Christina,3768,0.37,Fairfield,Newark City,17,False,13600,73000,Residential,1964.0,4.0,2.0,Yes,Yes,1900.0,0.0,No,Yes,No,1964.0,FeeSimple,Detached,1900.0,Main,Less than 2 months,Less than 2 months
4133,DENC511948,4.0,285000.0,10,2020,19711,Christina,3472,0.14,Country Hills,Newark City,76,True,12100,67700,Residential,1988.0,3.0,3.0,Yes,Yes,1775.0,0.0,No,Yes,Yes,1988.0,FeeSimple,Twin/Semi-Detached,1775.0,"Main,Upper1,Upper2",Less than 2 months,Less than 2 months
4134,DENC506140,11.0,339900.0,7,2020,19711,Red Clay Consolidated,3081,0.82,North Star,Mill Creek Hundred,5,True,27800,65600,Residential,1956.0,4.0,2.0,Yes,Yes,1650.0,0.0,No,No,Yes,1956.0,FeeSimple,Detached,1650.0,Main,Less than 2 months,Less than 2 months
4135,DENC510124,7.0,292500.0,10,2020,19711,Christina,3468,0.21,Nottingham Green,Newark City,273,True,16200,63500,Residential,1963.0,5.0,3.0,Yes,Yes,2575.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,2575.0,"Main,Upper1",Less than 2 months,Less than 2 months
4136,DENC521472,5.0,279900.0,2,2021,19711,Red Clay Consolidated,2213,0.22,Meadowood,Mill Creek Hundred,357,True,11600,55500,Residential,1960.0,3.0,2.0,Yes,Yes,1550.0,0.0,No,Yes,Yes,1960.0,FeeSimple,Detached,1550.0,"Main,Upper1",Less than 2 months,Less than 2 months
4137,DENC511058,7.0,315000.0,10,2020,19711,Christina,2673,0.16,Meeting House Hill,Mill Creek Hundred,38,True,11800,52900,Residential,1968.0,4.0,2.0,Yes,Yes,1700.0,0.0,No,Yes,No,1968.0,FeeSimple,Detached,1700.0,"Main,Upper1",Less than 2 months,Less than 2 months
4138,DENC523668,6.0,275000.0,4,2021,19711,Red Clay Consolidated,1992,0.2,Meadowood,Mill Creek Hundred,218,True,11400,49000,Residential,1960.0,3.0,2.0,Yes,Yes,1325.0,0.0,No,Yes,No,1960.0,FeeSimple,Detached,1325.0,"Lower1,Upper1",Less than 2 months,Less than 2 months
4139,DENC519240,3.0,307000.0,1,2021,19711,Christina,4029,0.35,Fairfield,Newark City,80,True,13500,79100,Residential,1971.0,4.0,3.0,Yes,Yes,2725.0,0.0,No,Yes,No,1971.0,FeeSimple,Detached,2725.0,"Main,Upper1",Less than 2 months,Less than 2 months
4140,DENC504706,7.0,315000.0,7,2020,19711,Christina,2673,0.16,Meeting House Hill,Mill Creek Hundred,92,True,11800,52900,Residential,1968.0,4.0,2.0,Yes,Yes,1950.0,638.0,No,Yes,No,1968.0,FeeSimple,Detached,2588.0,"Main,Upper1,Upper2",Less than 2 months,Less than 2 months
4141,DENC500718,8.0,309900.0,5,2020,19711,Christina,2566,0.23,Meeting House Hill,Mill Creek Hundred,127,True,12300,49800,Residential,1968.0,4.0,2.0,Yes,Yes,2250.0,957.0,No,Yes,No,1968.0,FeeSimple,Detached,3207.0,Main,Less than 2 months,Less than 2 months
4142,DENC517142,4.0,318000.0,11,2020,19711,Christina,3173,0.15,Millrace,Mill Creek Hundred,2,True,11100,65700,Residential,1987.0,3.0,3.0,Yes,Yes,1750.0,0.0,No,Yes,No,1987.0,FeeSimple,Detached,1750.0,"Main,Upper1",Less than 2 months,Less than 2 months
4143,DENC510798,4.0,289900.0,10,2020,19711,Christina,2768,0.18,Sycamore Gardens,Mill Creek Hundred,88,True,11100,55900,Residential,1965.0,4.0,2.0,Yes,Yes,2250.0,476.0,No,Yes,No,1965.0,FeeSimple,Detached,2726.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4144,DENC511312,1.0,312000.0,10,2020,19711,Christina,3037,0.21,Henderson Heights,Mill Creek Hundred,20,True,14900,58600,Residential,1969.0,5.0,3.0,Yes,Yes,2340.0,0.0,No,Yes,No,1969.0,FeeSimple,Detached,2340.0,"Main,Upper1",Less than 2 months,Less than 2 months
4145,DENC519828,4.0,309900.0,1,2021,19711,Christina,2872,0.29,Fairfield Crest,Newark City,50,True,11200,54800,Residential,1962.0,3.0,3.0,Yes,Yes,2200.0,598.0,No,Yes,No,1962.0,FeeSimple,Detached,2798.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4146,DENC519078,4.0,300000.0,1,2021,19711,Red Clay Consolidated,2352,0.16,Meadowood,Mill Creek Hundred,343,True,10600,60700,Residential,1960.0,5.0,3.0,Yes,No,2225.0,715.0,No,Yes,No,1960.0,FeeSimple,Detached,2940.0,"Main,Upper1,Upper2",Less than 2 months,Less than 2 months
4147,DENC522072,6.0,294900.0,3,2021,19711,Christina,3128,0.23,Chapel Hill,Mill Creek Hundred,57,True,15000,60700,Residential,1967.0,3.0,2.0,Yes,Yes,1700.0,0.0,No,Yes,Yes,1967.0,FeeSimple,Detached,1700.0,Main,Less than 2 months,Less than 2 months
4148,DENC506118,2.0,309900.0,8,2020,19711,Christina,2802,0.18,Windy Hills,Newark City,89,True,11800,52600,Residential,1956.0,3.0,3.0,Yes,Yes,1525.0,0.0,No,Yes,No,1956.0,FeeSimple,Detached,1525.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4149,DENC499040,4.0,319900.0,5,2020,19711,Christina,3330,0.2,Drummond North,Mill Creek Hundred,10,True,18300,62300,Residential,1972.0,4.0,3.0,Yes,Yes,2200.0,0.0,No,Yes,No,1972.0,FeeSimple,Detached,2200.0,"Main,Upper1",Less than 2 months,Less than 2 months
4150,DENC521922,2.0,309900.0,3,2021,19711,Christina,2463,0.21,Windy Hills,White Clay Creek Hundred,114,True,10900,48700,Residential,1964.0,3.0,3.0,Yes,No,1475.0,572.0,No,Yes,No,1964.0,FeeSimple,Detached,2047.0,Main,Less than 2 months,Less than 2 months
4151,DENC2000076,4.0,279900.0,3,2021,19711,Christina,3916,0.98,Fairfield,Newark City,1,True,28300,61700,Residential,1920.0,4.0,3.0,Yes,Yes,3750.0,0.0,No,No,No,1850.0,FeeSimple,Detached,3750.0,"Main,Upper1",Less than 2 months,More than 2 months
4152,DENC520220,16.0,395000.0,1,2021,19711,Christina,4409,0.97,Milford Crossroads,Mill Creek Hundred,55,False,21300,85400,Residential,1970.0,3.0,3.0,Yes,Yes,2350.0,0.0,No,Yes,Yes,1970.0,FeeSimple,Detached,2350.0,Main,Less than 2 months,Less than 2 months
4153,DENC518508,6.0,299900.0,12,2020,19711,Christina,3102,0.24,Elan,Newark City,24,False,14400,56900,Residential,1973.0,4.0,3.0,Yes,Yes,2025.0,0.0,No,Yes,No,1973.0,FeeSimple,Detached,2025.0,"Main,Upper1",Less than 2 months,Less than 2 months
4154,DENC509524,6.0,309900.0,9,2020,19711,Christina,2487,0.16,Windy Hills,White Clay Creek Hundred,91,True,11100,49100,Residential,1964.0,3.0,2.0,Yes,Yes,1825.0,611.0,No,Yes,No,1964.0,FeeSimple,Detached,2436.0,"Lower1,Main",Less than 2 months,Less than 2 months
4155,DENC508938,6.0,319900.0,9,2020,19711,Christina,3219,0.18,Millrace,Mill Creek Hundred,229,True,11300,66600,Residential,1987.0,4.0,3.0,Yes,Yes,2075.0,0.0,No,Yes,No,1987.0,FeeSimple,Detached,2075.0,"Main,Upper1",Less than 2 months,Less than 2 months
4156,DENC498818,10.0,349900.0,4,2020,19711,Christina,3224,0.25,Nottingham Green,Newark City,211,True,16500,57600,Residential,1964.0,3.0,4.0,Yes,Yes,1975.0,616.0,No,Yes,No,1964.0,FeeSimple,Detached,2591.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4157,DENC510540,5.0,309900.0,10,2020,19711,Christina,3181,0.16,Abbotsford,Newark City,87,True,12300,60800,Residential,1994.0,3.0,3.0,Yes,Yes,1525.0,0.0,No,Yes,No,1994.0,FeeSimple,Detached,1525.0,"Main,Upper1",Less than 2 months,Less than 2 months
4158,DENC511898,9.0,315000.0,10,2020,19711,Christina,3350,0.26,Casho Mill Station,Newark City,406,True,12500,64500,Residential,2002.0,3.0,3.0,Yes,Yes,1975.0,0.0,No,Yes,No,2002.0,FeeSimple,End of Row/Townhouse,1975.0,"Main,Upper1",Less than 2 months,Less than 2 months
4159,DENC506342,3.0,315000.0,8,2020,19711,Christina,2727,0.18,Deacons Walk,Mill Creek Hundred,24,True,13900,52100,Residential,1971.0,4.0,3.0,Yes,Yes,1950.0,638.0,No,Yes,No,1971.0,FeeSimple,Detached,2588.0,"Lower1,Lower2,Main,Upper1",Less than 2 months,Less than 2 months
4160,DENC500218,4.0,325000.0,5,2020,19711,Christina,3409,0.32,Deacons Walk,Mill Creek Hundred,158,True,15200,67300,Residential,1971.0,4.0,3.0,Yes,Yes,2025.0,0.0,No,Yes,Yes,1971.0,FeeSimple,Detached,2025.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4161,DENC508272,4.0,289900.0,9,2020,19711,Christina,2549,0.22,Windy Hills,White Clay Creek Hundred,22,True,12100,49600,Residential,1957.0,3.0,2.0,Yes,No,2125.0,1417.0,No,Yes,No,1957.0,FeeSimple,Detached,3542.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4162,DENC520390,3.0,329900.0,2,2021,19711,Christina,3491,0.15,Millrace,Mill Creek Hundred,222,True,11100,73400,Residential,1987.0,3.0,3.0,Yes,Yes,2150.0,0.0,No,Yes,No,1987.0,FeeSimple,Detached,2150.0,"Main,Upper1",Less than 2 months,Less than 2 months
4163,DENC517480,1.0,325000.0,11,2020,19711,Red Clay Consolidated,9229,5.0,Hillstream,Mill Creek Hundred,33,False,45000,234800,Residential,1985.0,6.0,5.0,Yes,Yes,4900.0,0.0,No,Yes,No,1985.0,FeeSimple,Detached,4900.0,"Lower1,Main,Upper1,Upper2",Less than 2 months,More than 2 months
4164,DENC516816,5.0,315000.0,11,2020,19711,Christina,2744,0.29,Windy Hills,White Clay Creek Hundred,42,True,12100,54300,Residential,1963.0,4.0,3.0,Yes,Yes,1650.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,1650.0,"Main,Upper1",Less than 2 months,Less than 2 months
4165,DENC503902,5.0,325000.0,6,2020,19711,Christina,3781,0.32,Fairfield,Newark City,47,True,13300,73600,Residential,1967.0,4.0,3.0,Yes,Yes,2100.0,1097.0,No,Yes,No,1967.0,FeeSimple,Detached,3197.0,"Main,Upper1",Less than 2 months,Less than 2 months
4166,DENC495742,4.0,323000.0,3,2020,19711,Christina,3595,0.24,Chapel Hill,Mill Creek Hundred,21,True,15800,71200,Residential,1968.0,4.0,4.0,Yes,Yes,2650.0,736.0,No,Yes,Yes,1968.0,FeeSimple,Detached,3386.0,"Lower1,Main",Less than 2 months,Less than 2 months
4167,DENC524712,4.0,300000.0,4,2021,19711,Christina,2587,0.16,Windy Hills,White Clay Creek Hundred,86,True,11100,51500,Residential,1963.0,3.0,3.0,Yes,Yes,1825.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,1825.0,"Main,Upper1",Less than 2 months,Less than 2 months
4168,DENC520818,5.0,289900.0,2,2021,19711,Red Clay Consolidated,950,0.16,Meadowood,Mill Creek Hundred,263,True,11100,49700,Residential,1960.0,4.0,2.0,Yes,Yes,1850.0,615.0,No,Yes,No,1960.0,FeeSimple,Detached,2465.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4169,DENC517392,4.0,325000.0,12,2020,19711,Christina,3434,0.21,Deacons Walk,Mill Creek Hundred,112,True,14200,68900,Residential,1972.0,5.0,3.0,Yes,Yes,1860.0,1395.0,No,Yes,No,1972.0,FeeSimple,Detached,3255.0,"Lower1,Main",Less than 2 months,Less than 2 months
4170,DENC503870,6.0,322000.0,6,2020,19711,Christina,3058,0.25,West Meadow,Mill Creek Hundred,28,True,15100,58900,Residential,1967.0,4.0,3.0,Yes,Yes,2075.0,0.0,No,Yes,Yes,1969.0,FeeSimple,Detached,2075.0,"Main,Upper1",Less than 2 months,Less than 2 months
4171,DENC521962,4.0,314900.0,3,2021,19711,Red Clay Consolidated,2108,0.21,Meadowood,Mill Creek Hundred,58,True,11500,52400,Residential,1962.0,5.0,2.0,Yes,No,1950.0,651.0,No,Yes,No,1962.0,FeeSimple,Detached,2601.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
4172,DENC513116,6.0,300000.0,11,2020,19711,Christina,3081,0.18,Elan,Newark City,17,False,13800,57000,Residential,1972.0,4.0,4.0,Yes,Yes,2625.0,1685.0,No,Yes,No,1972.0,FeeSimple,Detached,4310.0,"Lower1,Lower2,Main",Less than 2 months,Less than 2 months
4173,DENC510648,6.0,314900.0,10,2020,19711,Christina,3450,0.28,Chapel Hill,Mill Creek Hundred,44,True,16100,67400,Residential,1965.0,4.0,3.0,Yes,Yes,2200.0,0.0,No,Yes,Yes,1965.0,FeeSimple,Detached,2200.0,"Main,Upper1",Less than 2 months,Less than 2 months
